name,betweenesscentrality,closnesscentrality,clustering,degree,eccentricity,eigencentrality,harmonicclosnesscentrality,weighted degree,pagerank,Spotify ID,Cluster,profile
Zig-Zag,3.4008822999640994e-08,0.00022585259354061582,0.0,5,1,1.605791469522852e-12,3.0,84,0.0002392912162616499,1BT6RSmZXLI72Y4AmQlONN,1,1A 2A 3A 4A
MercyMe,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6APm8EjxOHSYM5B4i3vT3q,1,1A 2A 3A 4A
Marsha Ambrosius,0.0006062360469110713,0.10192038975764554,0.1,7,12,0.006335206045297545,1464.5559884560332,54,0.0001520083725725549,46VWDbmWmzvPBTmkSr25gM,0,1A 2B 3A 4A
Jamie Lynn,0.0,0.09143318280447232,0.0,1,13,0.0006629116006205843,1287.5764985015496,2,2.262563069859144e-05,3slfXXpJMS3MKTc8l36Vq6,4,1A 2B 3A 4A
Marcos Cunha,0.0,0.0012257539818448446,0.0,1,3,1.253898125478112e-08,16.833333333333336,2,2.1512178584513575e-05,5meZadrhoxiRgoN60EmAFh,1,1A 2A 3A 4A
MIKExANGEL,0.0,0.0943571607489626,0.0,3,12,0.0029093030361493563,1341.791378066426,10,3.720869207926297e-05,5kmcKvoT2hRuXOGnjcXc8e,4,1A 2B 3A 4A
Amazing Chill Out Jazz Paradise,0.0,0.0001003789304624959,0.0,3,2,8.562616795655894e-13,1.5,150,0.0001416912347416396,5j532ta6wCpx2keLRy2i5V,1,1A 2A 3A 4A
Nivea,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,15Dh5PvHQj909E0RgAe0aN,1,1A 2A 3A 4A
Major Harris,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0mpVqJaKwg11LdSRrvI0PL,1,1A 2A 3A 4A
Bayu Soulvibe,0.0,0.00020912277179686652,0.0,1,2,7.182379605712365e-12,3.0,2,3.9692862287424236e-05,5pnJNwuwBFnS2Mq0VcEPah,1,1A 2A 3A 4A
I Hate Models,0.0,0.06835896617603172,0.0,1,16,1.2267463324063238e-06,951.511301198762,2,3.076366139109329e-05,1NiOzyaQeu3kQ7TNGVRWUy,2,1A 2B 3A 4A
Pusher,0.0,0.07479464963436684,0.0,1,15,1.957643699362243e-05,1039.539546564511,2,2.9842352774643153e-05,2exudSjTjUksRJhnF5JZYn,5,1A 2B 3A 4A
Dixie Chicks,0.0,0.09046424223871681,0.0,1,14,0.0012684544881600114,1277.9264541014977,2,1.9662741889841826e-05,25IG9fa7cbdmCIy3OnuH57,4,1A 2B 3A 4A
The Twinkle Brothers,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,129UGN7LRFtvMzCf0h2Y8s,1,1A 2A 3A 4A
Munch Lauren,0.0,0.08683691693636937,0.0,3,14,0.001684946148195033,1241.9522477522694,12,5.202305091480761e-05,5sGMMWFb33Z0Eu1hQ9zPki,4,1A 2B 3A 4A
Rene Lavice,3.116939042808764e-05,0.075123754400257,0.0,2,14,1.5232453381451101e-05,1048.1330669330296,6,5.80474589528413e-05,0e5WyCWPCJT91whT3lFT4v,5,1A 2B 3A 4A
Milk N Cooks,0.0,0.08503962497598608,0.0,1,14,0.00010530949066341554,1198.3427239427356,2,2.5085756982675566e-05,1FMPHgOCUsUhtNBZMDwdhD,4,1A 2B 3A 4A
Del Reeves,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425748e-14,1.0,60,0.00012484282504543226,2rTgolMbO5tyXZvD26bO8e,1,1A 2A 3A 4A
Don Taylor,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,74aEQ2G4gVYZlYZw1LZfVF,1,1A 2A 3A 4A
House Rockerz,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,52Y5BbYL0TqU8MyCA4HMDt,1,1A 2A 3A 4A
Sassy,0.0,0.0006593070659923027,0.0,1,2,8.00765374430885e-10,9.0,2,3.676646849432537e-05,6K7Dt07olHJc2oOvf49wgc,1,1A 2A 3A 4A
Chillout Relaxation Dream Club,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,60n1WavhoUPhsJP4qdpgRl,1,1A 2A 3A 4A
Mikael Manvelyan,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5xxAQXKbVSCAENuYjIrnKZ,1,1A 2A 3A 4A
Brando,0.0,0.08490823257584935,0.0,1,14,0.000499765068874197,1194.5362304362482,2,2.4072982015846688e-05,5ThJpgpzCFNIWL21T8aoeW,4,1A 2B 3A 4A
Underwater,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5gLIbkXGeoJh0bzeEmvG2n,1,1A 2A 3A 4A
Tom Dumont of No Doubt,0.0,0.00020912277179686652,0.0,1,2,3.99624834819416e-12,3.0,2,3.607537352853148e-05,04vN1Ayws8zpZQ7HqeJfzk,1,1A 2A 3A 4A
Nyasia,3.4008822999640994e-08,0.00022585259354061582,0.0,5,1,3.014916830118209e-12,3.0,18,0.00017602146214153853,1FmH6MmsNdjm11V4qa9nMW,1,1A 2A 3A 4A
Rick Mims Band,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6SXXIdmS9dNJRuf1mqZizy,1,1A 2A 3A 4A
Confidence Man,0.0,0.00020912277179686652,0.0,1,2,5.470409962026476e-12,3.0,2,4.4884101697167376e-05,0RwXnFrEoI8tltFvYpJgP6,1,1A 2A 3A 4A
Foreal People,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,3HzsfFc9UxQSimCcQw3xIC,1,1A 2A 3A 4A
AWAY,0.0,0.08913901079067398,0.0,1,14,0.0004643650480445439,1260.4132867133205,2,2.4500142530191933e-05,2ZmerElhvxg8uVKCmlZ4ij,4,1A 2B 3A 4A
Kalli,0.0,0.06835896617603172,0.0,1,16,1.2267463324063238e-06,951.511301198762,2,3.076366139109329e-05,5YK1zZ7gLekI2fUz3AgfOo,2,1A 2B 3A 4A
The Rose Garden,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4OlIFruGJ8460GJustxEGj,1,1A 2A 3A 4A
Christian Burkhardt,0.0,0.06361705362678542,0.0,1,15,4.0904874995664805e-07,874.7637834387559,2,3.259653770007474e-05,56zXrFfXFtRh11ChpytOiw,2,1A 2B 3A 4A
Lou Christie,0.00015493286131203115,0.05560846854011783,0.0,5,16,4.814577247891533e-09,764.2934842934751,12,0.0001229667848541762,5bLcI9Jo6RyrrHzG9veVyn,2,1A 2B 3A 4A
Goast,0.0,0.00013551155612436948,0.0,1,2,1.8701631247127352e-12,2.0,4,6.564685980507603e-05,2fMoLS93nKWG1pXcVR4SzA,1,1A 2A 3A 4A
The Turtles,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2VIoWte1HPDbZ2WqHd2La7,1,1A 2A 3A 4A
The Cover Girls,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6D01mATo26VaiiCfZzpWAm,1,1A 2A 3A 4A
Roy Davis Jr.,0.0,0.00017207816650713584,0.0,3,2,7.753560633191381e-12,2.5,6,7.065739945413065e-05,3O81ptrvwO8etw6HwABJs8,1,1A 2A 3A 4A
Dwele,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7u6LfVyYpEzMpHLL7jTyvU,1,1A 2A 3A 4A
Y Aharon Konsman,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,089PcnRPZcG1S88SwXp8FD,1,1A 2A 3A 4A
Cliff Richard,0.0005756368366407864,0.08558802739534306,0.0,5,12,3.660279542643003e-05,1205.950613275618,12,6.0948981440840164e-05,2nvKpWcP8etYTq4JrRiUiy,4,1A 2B 3A 4A
Mitch Malloy,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2enzvSwQxqtaSOv6Fi84vZ,1,1A 2A 3A 4A
Rare Candy,0.0,0.0821457155145821,0.0,1,12,2.7327972835155638e-05,1140.253643578634,2,2.4382942560934367e-05,1nnRF2AlkqfzLNfRY2lAKv,4,1A 2B 3A 4A
Françoise Valley,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5MLumfVfMPg1uSZ1sYJxbl,1,1A 2A 3A 4A
Maria Aleida,0.0,0.07226804220019381,0.0,1,15,1.831783822364722e-05,999.8236985236642,2,4.031703860238312e-05,11eO5jLsa7uHvJyLCJjOip,5,1A 2B 3A 4A
Ace,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301476e-13,1.5,4,6.626963092550833e-05,31s38usN6SRMEutYYmPpcz,1,1A 2A 3A 4A
Kelemen Angelika,0.0,0.00013551155612436948,0.0,1,2,6.973286685907238e-13,2.0,2,2.580891876575813e-05,4LrpLEzMIhcxXZO2HVLhge,1,1A 2A 3A 4A
RJMrLA,0.0,0.09419542583311459,0.0,1,14,0.003371806210052939,1344.8982073482503,4,2.3071777497332348e-05,6kQWPGBItT0oMCHZy3M9DN,4,1A 2B 3A 4A
Columbia Wind Ensemble,0.0,0.06918324861334917,0.0,1,15,3.219680551763277e-06,966.8617299366904,22,5.831444088782395e-05,2RXeFd6KkOb0D2MEgaK7Sl,5,1A 2B 3A 4A
Krushadelic,0.0,0.09112521530098538,0.0,3,14,0.001418392908630447,1295.2574425574803,78,0.00013603291699438636,46OuPAmfB139IN37MeE4F1,4,1A 2B 3A 4A
Weda,0.0,0.0006593070659923027,0.0,1,2,7.066816033237167e-10,9.0,2,4.0702931103169356e-05,63e0npbWHhufPfkeNy6vL1,1,1A 2A 3A 4A
Emerson Drive,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,1efrXlPhLKv7PvgUxVcqIS,1,1A 2A 3A 4A
E-Smoove,0.0,0.0002463846474988536,0.0,1,2,7.900612503966628e-12,3.5,2,3.644176829162368e-05,5pNtSxu0GvUXbcO7iNy7Qx,1,1A 2A 3A 4A
Sutherland Brothers & Quiver,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4PZTf9tGxAD1uxpVmV5zMH,1,1A 2A 3A 4A
10cc,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,6i6WlGzQtXtz7GcC5H5st5,1,1A 2A 3A 4A
Young Veterans Music,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2fy1MsE1TUxcwLGGhDUZBn,1,1A 2A 3A 4A
Santa Esmeralda,0.0,0.0001003789304624959,0.0,3,2,3.128282317095221e-13,1.5,42,0.00014907641115012178,0iGmfKLgK5eSMgHp8YgLnS,1,1A 2A 3A 4A
Alicia Delgado,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301476e-13,1.5,2,5.3312580535296295e-05,0rNV2u9J1LiJ2BRtN3oOtW,1,1A 2A 3A 4A
Collen Cohen,0.0,0.07771669008411959,0.0,3,15,4.4481889288779005e-05,1086.1204989454734,36,9.546969152286907e-05,3JOvemVBDcbmCe49suEki2,5,1A 2B 3A 4A
Inas X,0.0,0.08990462192629939,0.0,3,14,0.002074801186147797,1283.7264180264485,6,3.694518726965553e-05,3COqbK91CX9dQ8T2CsAaR8,4,1A 2B 3A 4A
The Love Allstars,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7L7ts6in5x20wWEU3PgORa,1,1A 2A 3A 4A
Barabra Fairchild,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,63dbygtQzkgPfIhp7ZPQuV,1,1A 2A 3A 4A
Craig Williams,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301471e-13,1.5,2,5.3312580535296295e-05,0jokPQp1LfPapSFkcstqi1,1,1A 2A 3A 4A
Tyler Farr,5.9994028328043485e-05,0.08683477297377558,0.0,5,12,0.00019189890034133244,1214.7372294372533,14,7.8173311502973e-05,3vHV92ecrylnUHDM4d2MtC,4,1A 2B 3A 4A
Far Out,0.0,0.08400575177960762,0.0,1,14,9.759983655143243e-05,1188.4493728493815,2,2.687967393020932e-05,7aB2KbM3pphL9mU3dXbyh2,5,1A 2B 3A 4A
The Throne,0.0,0.09623939826944403,0.0,1,13,0.005647114034020732,1379.10896603401,2,1.8313793902267767e-05,7bkdi7f1mxyYxWcBlwON4s,4,1A 2B 3A 4A
Roger Crain,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6FMx30eBIVzW0Y4GBA2xAa,1,1A 2A 3A 4A
Havok Roth,0.0,0.08400575177960762,0.0,1,14,9.759983655143243e-05,1188.4493728493815,2,2.687967393020932e-05,1W5GDN3fdEbY5AORDcJhmK,5,1A 2B 3A 4A
Sarina Paris,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,41gheHlTde3shn2kiwndm7,1,1A 2A 3A 4A
RITUAL,0.0004718182519401823,0.09466446342844002,0.0,2,13,0.0006873039854366135,1349.7130064380538,6,4.877575923329703e-05,3RP50pmG8Wz1mhNCidQj68,4,1A 2B 3A 4A
Pro Bills,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0IPndoIq0zbhyk4zNKmiEi,1,1A 2A 3A 4A
Backlash,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,63bvZdHGlb6EbHiE0HjOjN,1,1A 2A 3A 4A
Julian,0.0,0.0001003789304624959,0.0,1,2,2.085521544730148e-13,1.5,2,5.3312580535296295e-05,6fUapCRBr4gfMbVmzHVBVs,1,1A 2A 3A 4A
Pyramid Scheme,0.0,0.07425302558284069,0.0,3,15,2.2590969040951264e-05,1026.5701992451577,12,8.459057095098731e-05,56n4yYQ7xuJdhKTtTas2ub,5,1A 2B 3A 4A
Anne Murray,0.0,0.06280816489734865,0.0,3,15,3.538090971964312e-07,876.7484959484716,12,3.851078902238601e-05,7d7q5Y1p2QWS4QRAhTQR5E,2,1A 2B 3A 4A
Bertie Higgins,0.00030978636870372976,0.05228598117558398,0.0,5,16,1.6145303450112048e-09,713.1387515262622,24,0.000191708909457073,4qzZ6bMrjK27yHGVjs4Pvq,2,1A 2B 3A 4A
A Perfect Circle,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4DFhHyjvGYa9wxdHUjtDkc,1,1A 2A 3A 4A
Sasha Belle,0.0,0.08029287513998658,0.0,1,14,2.6940399783957474e-05,1122.0790154289982,2,2.843430901148139e-05,6xAOdqFBxM3e2cZWMlVKPS,5,1A 2B 3A 4A
Detlef,0.0,0.08496156173922195,0.0,1,14,0.00012817298241369284,1194.6092823842948,2,3.117881631788623e-05,5lZ8HC92jRDlyeq0vSxGeI,4,1A 2B 3A 4A
Great White,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6ZPbX2Lxd40e2UVkXpyxvI,1,1A 2A 3A 4A
Futuristic,0.0,0.07003322998321052,0.0,1,15,2.0467093376555414e-06,964.1317904317488,2,2.56078648278772e-05,5Z5jUyiNvFaqp0EVyLNf0p,5,1A 2B 3A 4A
Boy George,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,6,0.00012484282504543226,2BWfZGPtsjRlRp7JTDqI45,1,1A 2A 3A 4A
Snead,0.0,0.10283526241211753,0.0,1,13,0.019041981637991912,1512.6148823399199,2,1.955235732581664e-05,1Gzpj70FALAy5xlcV5ie38,4,1A 2B 3A 4A
Margaret Jewell West,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,2hvDfh7InJ2Xb6zZMWCphe,1,1A 2A 3A 4A
Troy Payne,0.0,0.06849875956289478,0.0,3,14,6.145718014455471e-07,945.3268259517903,78,0.00014704700590208078,3p571MhhRVpVY6VFbUYkal,5,1A 2B 3A 4A
Sean Paul,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,3dwESUD2sahwxyFL6SYtEn,1,1A 2A 3A 4A
Mickey Garcia,0.0,0.06437037976786911,0.0,1,14,2.9524457044430245e-07,878.8369935619664,6,6.466519159862936e-05,0vLqKjXZH9bYt3s61MczQL,5,1A 2B 3A 4A
GoonRock,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,2,6.76186294373235e-05,53sIBaVjXQhfH89Vu6nEGh,1,1A 2A 3A 4A
Nayer,1.1336274333213664e-08,0.00015056839569374387,0.0,4,1,4.1710430894602953e-13,2.0,12,0.00018206702065354108,1ruutHJcECI7cos2n5TqpO,1,1A 2A 3A 4A
Ships Have Sailed,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7BOUZbv8ByYBgqxK2T6nyD,1,1A 2A 3A 4A
DIAMANTE,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301476e-13,1.5,6,7.274815612061432e-05,6jMXENspOIBHOTQNQDTxsW,1,1A 2A 3A 4A
Kyotora,0.0,0.0005089211774448543,0.0,1,2,2.553986889428007e-10,7.0,2,2.283309714161063e-05,5AQtkM7e4gGtqUyJ510tk1,1,1A 2A 3A 4A
Greg Cohen,0.0,0.06359634757168385,0.0,1,14,1.5173711636320884e-07,877.4189033188821,2,3.0744656855618063e-05,5bQEjfrwsAPa0d9PaPkXvn,5,1A 2B 3A 4A
Do Or Die,0.0,0.08534917515426209,0.0,1,14,0.0005631551481344605,1204.8412087912282,14,7.661799003997352e-05,0u6b6Qa5VJEvr3SgzzeVOB,4,1A 2B 3A 4A
VeroBeats,0.0,0.00028376351496128653,0.0,1,2,2.5515794398424933e-11,4.0,4,4.494996873395281e-05,4DfU7f5N5KYaWZpsaPjrTi,1,1A 2A 3A 4A
Marcel Dettmann,0.0,0.06377971873198955,0.0,1,15,3.155168244942497e-07,871.7970834720575,2,2.8909006385875502e-05,1sxHp39RqBEE01pgVqsdyP,2,1A 2B 3A 4A
Janet Jackson,0.00010254378652936327,0.09351419329318883,0.1,7,14,0.0017577052914505454,1332.9970529470977,38,0.00012767194935958453,4qwGe91Bz9K2T8jXTZ815W,4,1A 2B 3A 4A
Robert Plant,0.0,0.07791813571174691,0.0,3,13,7.827016068221138e-06,1082.0988927738579,6,4.434851512259364e-05,1OwarW4LEHnoep20ixRA0y,5,1A 2B 3A 4A
BADBADNOTGOOD,0.0,0.0710533305674222,0.0,3,15,6.21783691830605e-06,982.5140664890256,120,0.00013108958101703795,65dGLGjkw3UbddUg2GKQoZ,5,1A 2B 3A 4A
Julie Rogers,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0TvxYJwhD6rqKvdMxgtVsO,1,1A 2A 3A 4A
B.O.T.B,0.0,0.08890242435117496,0.0,1,14,0.0010233142196663515,1278.3459706960016,2,2.5196581648954045e-05,2dw5rkn4dBeswXLamK94mv,4,1A 2B 3A 4A
GT,0.0,0.08699586449383674,0.0,1,14,0.0012272783304982542,1248.7526445776646,2,2.479447850339266e-05,1Twd5KDU9D7x006CHmbVwG,4,1A 2B 3A 4A
"Dominik Hauser, Katie Campbell",0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4xUyOTQDOUdpHD1KAGBCks,1,1A 2A 3A 4A
Tee Cee,0.0,0.09419542583311459,0.0,1,14,0.003371806210052939,1344.8982073482503,14,4.464764782901262e-05,2wMQ7qnzciLhP0rWPeHCCc,4,1A 2B 3A 4A
Tracy Byrd,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0xxJO75NeIAF5jYruLYIDT,1,1A 2A 3A 4A
C.Velazquez,0.0,0.04822394572693512,0.0,3,17,1.1085735340880774e-08,662.4522432632907,6,5.3499000773029865e-05,2pDqxaH2qqmPsqxNDwmZ39,2,1A 2B 3A 4A
Jr. Reid & Maino,0.0,0.00020912277179686652,0.0,1,2,3.99624834819416e-12,3.0,4,5.770931769240271e-05,3hcbilh0dnRSV4hIf5oUeS,1,1A 2A 3A 4A
Andrew Brown,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,3PJ8OSq1gHjL4CIyn1S2bR,1,1A 2A 3A 4A
Luca Guerrieri,0.0,0.07681202082984258,0.0,1,14,9.707529836855988e-06,1072.9024031523625,6,5.5790676627716746e-05,0kSI1cgEztfBxr2QUYlU7c,5,1A 2B 3A 4A
Molella,0.0,0.00028376351496128653,0.0,3,2,2.551303975238084e-11,4.0,24,0.00010311413384264719,6PozOimyS8a9OxMddMSBCf,1,1A 2A 3A 4A
Ryan Cabrera,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,3C4t1usFGoKHCSRdujm2GN,1,1A 2A 3A 4A
Banky W.,0.0,0.0922074511642197,0.0,1,13,0.0020160837579221704,1311.5801060051472,2,2.4720491197419887e-05,1c61yiH4iYE7cHtjAYSUu3,4,1A 2B 3A 4A
Darq E Freaker,0.0,0.07316100118063844,0.0,1,14,4.436214149930141e-06,1017.836999111957,2,2.6225172923815092e-05,3FuWS9kj1ByZvXZaK3L2xG,5,1A 2B 3A 4A
The Holidays,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7nIsHT2y2BNBFDHu9rtyeP,1,1A 2A 3A 4A
Angelika Vee,0.0,0.07344363535242299,0.0,1,15,7.079308067589585e-06,1031.467252192209,4,3.97232635845477e-05,7F81JPQLsqvdd5ECmYbuC4,5,1A 2B 3A 4A
Ca$ino Roulette,0.0,0.08460593720848766,0.0,1,14,0.0004571667416771721,1200.7942751692915,2,2.038659835856834e-05,3eVp7AEq1TdOO2ag1M69YS,4,1A 2B 3A 4A
Billie Jo Spears,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,3Xt0yrWeurmp48fodXqMWf,1,1A 2A 3A 4A
Braison Cyrus,0.0,0.08432600004212218,0.0,1,12,9.641791206869701e-05,1175.9414502164623,2,2.7923333799767846e-05,6VBgMdUuX6QKDkK7pRLJx0,4,1A 2B 3A 4A
Wes Montgomery,1.1336274333213664e-08,0.00015056839569374387,0.0,4,1,1.0677546870131033e-12,2.0,56,0.00013071854743158213,03YhcM6fxypfwckPCQV8pQ,1,1A 2A 3A 4A
Far East Movement,0.0,0.0918102957543289,0.0,1,14,0.0012412188259163179,1304.890667665708,4,2.5683603870619116e-05,698hF4vcwHwPy8ltmXermq,4,1A 2B 3A 4A
Joey Frybarger,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4bH5hFfqhaVzliPoDvqbP3,1,1A 2A 3A 4A
The Belleville Three,0.0,0.06835896617603172,0.0,1,16,1.2267463324063238e-06,951.511301198762,8,7.973035747039245e-05,1qFowsDlqPJBaadLGauQmB,2,1A 2B 3A 4A
Soccradz da Don,0.0,0.09097671460091653,0.0,3,13,0.0017695326383109118,1294.6749472749832,6,3.693698903106106e-05,7be7GpLQ8Sv6c8bverIHor,4,1A 2B 3A 4A
The Peanut Butter Conspiracy,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,1mUgTcokhM7BSqp8mXhy8U,1,1A 2A 3A 4A
Chris Pine,0.0,0.08972801004558593,0.0,1,13,0.00018910015936730515,1250.0224941725312,2,2.347731655519081e-05,5ueYs7bR3niiOeZdOSge5e,4,1A 2B 3A 4A
Crystal Bowersox,0.0,7.528419784687193e-05,0.0,1,1,3.8539929246407986e-14,1.0,2,6.76186294373235e-05,2IgfvpRnRRvieMOYwvI7Rr,1,1A 2A 3A 4A
Uriah Heep,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,45O9BwPMyywM755SYUK0sP,1,1A 2A 3A 4A
The Orb,0.0,0.00028376351496128653,0.0,1,2,1.4385786663377296e-11,4.0,2,3.951240607519979e-05,5HAtRoEPUvGSA7ziTGB1cF,1,1A 2A 3A 4A
Sandro Cavazza,0.0,0.08516936214449285,0.0,1,14,0.00016043471573421068,1201.8787268287447,4,3.6935065410535655e-05,5JYo7gm2dkyLLlWHjxS7Dy,4,1A 2B 3A 4A
Tom Horner,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2WzVEFjeihaVVbDppFc6YB,1,1A 2A 3A 4A
Funkadelic,6.688401856596062e-07,0.0004941731961230568,0.0,5,4,5.644414059640307e-11,8.0,48,0.00016399065923661458,450o9jw6AtiQlQkHCdH6Ru,1,1A 2A 3A 4A
Satori Meditation,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4uzYiHQET5VgrrvDJOokJN,1,1A 2A 3A 4A
5 Seconds of Summer,9.364709146182568e-05,0.09486106402408113,0.0,5,13,0.0007394184445335406,1353.362609612657,18,0.00011764701139446146,5Rl15oVamLq7FbSb0NNBNy,4,1A 2B 3A 4A
Daniel Rodriguez,2.9474313266355527e-07,0.0004818188662199804,0.0,8,2,4.2181570531854766e-11,7.0,78,0.0003966068720175609,3qfg431oqNaqcOS5wlGg9f,1,1A 2A 3A 4A
OG Ron C,0.0,0.08779502770236725,0.0,1,14,0.0021666298879271656,1257.2169302919544,22,9.064928447090432e-05,2LQF8AgyQUgLfquM92Rx8N,4,1A 2B 3A 4A
Miss YaYa,0.0,0.058422099462747,0.0,1,16,4.5799337507042926e-08,799.0942488067309,4,5.61531636500192e-05,6O4oALxpA7uZun9XzFQGYH,2,1A 2B 3A 4A
Radio Base,0.0,0.08890242435117496,0.0,1,14,0.0010233142196663515,1278.3459706960016,2,2.5196581648954045e-05,0znvkjhLYjG4cvBmIusdLM,4,1A 2B 3A 4A
AD 2000,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,11gKTAIAed0y3SEMTDNNX5,1,1A 2A 3A 4A
Christian Rich,0.0,0.08410418503412004,0.0,1,14,0.00024963996953972293,1176.4359779109932,2,2.5735007514902553e-05,7cAlvWK5rgMmJ37j7woN8l,5,1A 2B 3A 4A
Danny Towers,0.0,0.07996609544260906,0.0,1,15,0.00027540709487948613,1123.63625263625,2,2.2641442240188293e-05,4e5oZygHeeRoTXc00gYWiu,5,1A 2B 3A 4A
Zac Efron,7.747209879318218e-05,0.0863169098747566,0.0,4,14,0.0004255965754493052,1213.809895659921,12,0.00011154650215690576,6U1dBXJhC8gXFjamvFTmHg,4,1A 2B 3A 4A
Sweekuh,0.0,0.07846396595031305,0.0,1,14,2.969129777755202e-05,1093.4306027305788,2,3.1227689936872015e-05,4uKBeavlzVz9wfbNT0RzOw,5,1A 2B 3A 4A
Disclosure,0.0,0.0959662967545317,1.0,2,13,0.0016248354726692024,1355.8077755578317,4,3.176978041726018e-05,6nS5roXSAGhTGr34W6n7Et,3,1A 2B 3B 4A
Khanyo,0.0,0.05786746536175642,0.0,1,15,1.710578651623162e-08,795.3203379953198,2,2.754455219733119e-05,51ay0BmSfhZBOiJTEPe3NX,2,1A 2B 3A 4A
Jay 305,0.0,0.09419542583311459,0.0,1,14,0.003371806210052939,1344.8982073482503,4,2.3071777497332348e-05,2l2o6ibYa7h1w4HwaS1uZV,4,1A 2B 3A 4A
