name,betweenesscentrality,closnesscentrality,clustering,degree,eccentricity,eigencentrality,harmonicclosnesscentrality,weighted degree,pagerank,Spotify ID,Cluster,profile
Daisy,0.0,0.08081871431951909,0.0,1,15,0.0002274525452680824,1140.3658341658358,2,2.9623971971273423e-05,0C1yeOJW3kNsDjXl9zg1fj,5,1A 2B 3A 4A
Samantha Fox,0.0,0.0004337803780700717,0.0,1,2,9.363991735838369e-11,6.0,2,3.5786302418856795e-05,0ym94xKp2PIOJtTZKpxbAa,1,1A 2A 3A 4A
Bobby Bare,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,69wzuykaVXlRS5KVygESvd,1,1A 2A 3A 4A
George Baker Selection,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2MGJBRRGEj9m6MxJIq7fLn,1,1A 2A 3A 4A
Alesya Luchkova,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,2,6.76186294373235e-05,7qxEP49bhYzzQBtaR5S3MK,1,1A 2A 3A 4A
Carson Blaise,0.0,0.00020912277179686652,0.0,1,2,5.470409962026478e-12,3.0,2,2.4024479167102222e-05,7HjJPwLriz4U4wDzwhkLgQ,1,1A 2A 3A 4A
Rory Stonelove,0.0,0.08746751578604407,0.0,1,15,0.0002976087859064674,1242.4565268065567,2,2.6322541581051723e-05,0DBiYEhzqnHvfSt3kHggR3,4,1A 2B 3A 4A
Al-Faris,0.0,0.05053114579691434,0.0,1,18,4.1690765774935346e-10,687.0652004857967,2,2.7426044094525294e-05,4VWaejISzjGGKcB7a6l0F9,2,1A 2B 3A 4A
Elijah Hill,0.0,0.07524590423304663,0.0,1,14,9.62071222688933e-06,1044.4599317348927,2,2.9641459181118455e-05,2kYAa0PL9Vkaq2NcpgzCXr,5,1A 2B 3A 4A
Alaye,0.0,0.09403424441893032,0.0,3,14,0.0009875866444948684,1340.0927600178045,6,4.07581743878775e-05,6jPszrk2OjazHYFlSBq0FS,4,1A 2B 3A 4A
Dax,0.0,0.07774417670056438,0.0,1,13,8.091327099634934e-06,1081.0704129203796,2,2.6904893377778624e-05,0NUB0Kc6YAI5LEJjAyVfGu,5,1A 2B 3A 4A
Thomas Rasmus,0.0,0.08317729660762539,0.0,1,14,9.577503411801201e-05,1167.4326590076653,2,2.598925363331148e-05,6WmpHA7d0S6aRf9H2WzION,5,1A 2B 3A 4A
Russell Watson,0.0,0.07124331658307842,0.0,1,13,1.4306904661862327e-06,989.204972804929,2,2.911035078098019e-05,2hrfuB0LtVmFZ6MvPMIHTK,5,1A 2B 3A 4A
George Canyon,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,6,0.00012484282504543226,5wGox9x2iVERIeTJIQnFeL,1,1A 2A 3A 4A
Raphael Saadiq,1.3290232155266566e-05,0.10353455430547048,0.0,2,13,0.0084291930316105,1486.8787712288186,8,3.3392635442141134e-05,6g0Wah2YFtb1rFgKhUktlo,4,1A 2B 3A 4A
LMFAO,0.0,0.07419819855608177,0.0,1,14,7.984641909380095e-06,1023.1834637584135,4,4.890796353854821e-05,3sgFRtyBnxXD5ESfmbK4dl,5,1A 2B 3A 4A
Q-Tip,9.58474298138196e-06,0.09279375256600791,0.0,4,13,0.001060807754846293,1310.5073787324243,8,4.471592813140781e-05,3ZotbHeyVQKxQCPDJuQ4SU,4,1A 2B 3A 4A
King Harvest,1.1336274333213664e-08,0.00015056839569374387,0.0,4,1,4.1710430894602953e-13,2.0,36,0.00018206702065354108,5FHwr1FymaS5kutIEK6e2y,1,1A 2A 3A 4A
Lars Aar,0.0,0.088702870359567,0.0,1,14,0.00019026198416333774,1261.3062881563187,2,2.7310269301711157e-05,23ARkZFoxRVCGaCVzzSgi8,4,1A 2B 3A 4A
Avon Carter,0.0,0.08664865261780813,0.0,1,13,0.0008876385733924323,1231.1709790209995,4,2.6047052394053366e-05,5RlBcFX89aJEjFC27fMOaE,4,1A 2B 3A 4A
Kim Mitchell,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5P6mPJKEwpIgjFIIFZhEma,1,1A 2A 3A 4A
X &,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,22Y08Tkv714BUqJGhgt3kG,1,1A 2A 3A 4A
IZII,0.0,0.07344363535242299,0.0,1,15,7.079308067589585e-06,1031.467252192209,4,3.97232635845477e-05,161mym5juYaMTRpbcVqmFf,5,1A 2B 3A 4A
G-DRAGON,0.0,0.0861942164924231,0.0,1,14,0.00024347826353278282,1217.1943112443348,2,3.6052966065373246e-05,30b9WulBM8sFuBo17nNq9c,4,1A 2B 3A 4A
Lil Xan,0.0004340645538420814,0.10566210448106808,0.0,11,12,0.015567501058986712,1540.6206709957103,74,0.00023267677084846573,3EXdLajEO02ziZ90P90bSW,0,1A 2B 3A 4A
Mousse T.,0.0,0.057927510660575346,0.0,1,17,2.200290654760879e-08,796.9799193453441,2,2.880352560066081e-05,5N6EzjkOoyABhNZJggeXi6,2,1A 2B 3A 4A
David Deambulante,0.0,0.08623014219621036,0.0,1,14,0.00014496857042609363,1214.6060356310586,4,3.292546450429511e-05,6OhE1KC3xMTZkLfr1vizVq,4,1A 2B 3A 4A
Tsc Beatz,7.747209879318218e-05,0.09225340493539062,0.0,4,13,0.002131278318933379,1303.1982878233296,28,7.411923337011711e-05,1Acy6uYdCm0npvMBPPWtHX,4,1A 2B 3A 4A
DJ JS-1,0.0,0.06632474937310161,0.0,1,16,2.3180001216578706e-06,916.959375346843,2,2.4520365461804735e-05,7Jq0U1ZEHh34NXQZCLmvSm,2,1A 2B 3A 4A
Fabich,5.2294188220342515e-05,0.09293351327141848,0.0,2,13,0.0008000476255313034,1318.0418664669191,4,3.500801410643919e-05,1mwP5J1kB8clYx0SoNL0uh,4,1A 2B 3A 4A
L-Biz,0.0,0.08397767029815029,0.0,1,15,0.0004961763539324574,1184.3084027084142,2,2.2068505565207475e-05,178zKTu1UdfxltB8hPDPeh,5,1A 2B 3A 4A
The Who,3.4008822999640994e-08,0.00022585259354061582,0.0,5,1,1.6057914695228525e-12,3.0,18,0.00023929121626164985,67ea9eGLXYMsO2eYQRui3w,1,1A 2A 3A 4A
Nick Pitera,0.0,0.07608750453783386,0.0,1,14,6.616866094941315e-06,1059.444058719015,4,3.440831367587881e-05,5AmCPokeOfMCMU9x0TLWNr,5,1A 2B 3A 4A
Our Lady Peace,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,1lqW59DUEKqvcHc8mVWBtH,1,1A 2A 3A 4A
Don Q,2.6743753806299744e-05,0.0995096426481675,0.1,7,13,0.012122938932725771,1444.1919025419415,38,0.0001118485392421604,5TM9R6dNoJSMq23yZQD6Ee,4,1A 2B 3A 4A
The Kingsmen,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2iIn8H3l2NNBNHFpYKWbfo,1,1A 2A 3A 4A
The Band of the Hawk,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,18,0.00012484282504543226,7kvO0gXOUxmL9Ff2q2L3AU,1,1A 2A 3A 4A
ATTLAS,0.0,0.06920366789494377,0.0,1,14,1.8339154695750278e-06,958.5230963480545,2,3.1484109834719253e-05,0jM4IKp6YlTxq8tNDH9fX3,5,1A 2B 3A 4A
October London,0.0,0.09871088436028157,1.0,2,13,0.004299390001653601,1429.5018953269407,20,9.09175452335246e-05,1eNO1DUCOtZgCzlwtjtb1t,3,1A 2B 3B 4A
BUNT.,0.0,0.08144756634145783,0.0,1,14,4.4376096904376704e-05,1138.4470640470524,2,2.749399683236006e-05,2CpLIMBoE2ZzyY3ZBCRZ7j,5,1A 2B 3A 4A
Brooke Candy,0.0,0.09020438086065227,0.0,3,14,0.00036376246692390086,1278.7570818071194,6,4.0540225269466256e-05,3amwMyDd1uxTBoUZlazZ9m,4,1A 2B 3A 4A
Audien,7.275915374508959e-05,0.0999366013058515,0.0,4,14,0.0022091028310067566,1440.4668581419048,8,4.744612222581042e-05,4xnMDfgEmXZEEDdITKcGuE,4,1A 2B 3A 4A
Orchestral Manoeuvres In The Dark,1.1336274333213664e-08,0.00015056839569374387,0.0,4,1,4.171043089460296e-13,2.0,18,0.00018206702065354108,7wJ9NwdRWtN92NunmXuwBk,1,1A 2A 3A 4A
MJ Robinson,0.0,0.08310850468481845,0.0,1,14,0.00026352060345378726,1175.5627095127174,2,2.915761264896708e-05,4sPMJUnXLIIxaVj1jyjl2S,5,1A 2B 3A 4A
K-Alexi,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,6,0.00012484282504543226,47cpOAmmEq3oiwpQwdiw98,1,1A 2A 3A 4A
Alan Marchand,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4tCfmZLpRMH1A0UaWPwjEl,1,1A 2A 3A 4A
Chinese Relaxation and Meditation,0.0,0.0001003789304624959,0.0,1,2,2.085521544730148e-13,1.5,50,5.763159733203363e-05,6ocGsPADbB9aqCFMYXLLjQ,1,1A 2A 3A 4A
Joe Beck,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,4,6.76186294373235e-05,7ffXgsphD60oasltiYDe0M,1,1A 2A 3A 4A
Yes,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,2,6.76186294373235e-05,7AC976RDJzL2asmZuz7qil,1,1A 2A 3A 4A
Screamin Rachael,0.0,0.07155931574918782,0.0,1,15,1.332484032223891e-05,995.3702325451969,2,2.4497829431193046e-05,2ygp1KNMsaJYXKcASSRCjK,5,1A 2B 3A 4A
Shurik'n,0.0,0.05376876687035563,0.0,1,18,5.449204600045563e-09,734.6104815935628,2,3.692671576573197e-05,1ZjPqYngrwDa5ZqwAPcj5o,2,1A 2B 3A 4A
J. Ralph,0.0,0.0852188900137344,0.0,1,14,8.64534516483703e-05,1192.1175796426003,2,2.2644922458475384e-05,2GPriNLwjGv7sjsgIex8Wv,4,1A 2B 3A 4A
Khrebto,2.7003949426891644e-05,0.09701455906426591,0.0,2,13,0.001016294943216327,1390.4526889777424,6,4.448081460486266e-05,0fLTK12xF2IMaNmKMSue6g,4,1A 2B 3A 4A
Young Gunz,0.00031207326187791216,0.10168465391918678,0.0,7,13,0.010459212410958669,1470.569680319721,26,0.00010059373534741185,2sBv30RzdeMVPoBXbzjIo5,4,1A 2B 3A 4A
John Bert Taylor,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4cnzIbzk2MZjqQImd0RyxI,1,1A 2A 3A 4A
Stefano Bonfanti,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,6,6.76186294373235e-05,4uCWo7sRqZkCfbobRrN2fk,1,1A 2A 3A 4A
DJ DX,8.66036906701417e-05,0.08911190862868228,0.0,5,12,0.0004906292706888675,1264.283982684013,18,8.514020792037107e-05,4gGFdpDwEe8zIY1XSE3dGe,4,1A 2B 3A 4A
The Cheetah Girls,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4ntkql3f3ect7NDRUJ7aAY,1,1A 2A 3A 4A
HerlesWayne,0.0,0.0840438924143766,0.0,3,14,0.0005547909366071591,1192.3821178821281,8,4.147846903041707e-05,4Lakbu722U7FMaguI1X9OS,5,1A 2B 3A 4A
Seal,0.0007486257350829633,0.09922609140236513,0.0,5,13,0.001235207812036026,1402.4097596848214,16,0.00010265436378133888,5GtMEZEeFFsuHY8ad4kOxv,4,1A 2B 3A 4A
Cocodrills,0.0,0.0710533305674222,0.0,1,15,5.919601337561769e-06,982.5140664890256,6,2.37446974344763e-05,5CkZdJ21uRyz9wG9KSDJEN,5,1A 2B 3A 4A
Alaa Wardi,0.0,0.07608750453783386,0.0,1,14,6.616866094941315e-06,1059.444058719015,6,4.439175583148809e-05,3tTXwO40pkZrwNLMC2rfGL,5,1A 2B 3A 4A
The Egg,0.0,0.0001003789304624959,0.0,1,2,2.0855215447301471e-13,1.5,2,5.3312580535296295e-05,73nwTQUc9kA9vqGzGPsMkA,1,1A 2A 3A 4A
Terry Jacks,1.1336274333213664e-08,0.00015056839569374387,0.0,2,1,3.128282317095221e-13,2.0,12,9.623072724137787e-05,09dDdtfi4mWLdC2BHOrIrl,1,1A 2A 3A 4A
Mary J. Blige,0.003283873556367632,0.11229107658621475,0.029411764705882353,19,12,0.025256512082562403,1634.9206709957086,120,0.000387732898188594,1XkoF8ryArs86LZvFOkbyr,0,1A 2B 3A 4A
Ku De Ta,0.00015493286131203115,0.05826337794677101,0.0,5,16,2.6322355577564688e-08,797.2173451548286,60,0.000230455891219769,39oQK5CtIHrU6EuaWtJpnU,2,1A 2B 3A 4A
Diamond D,0.0,0.07154621444641426,0.0,1,15,1.0352739326663787e-05,996.8875985125569,6,4.119797496331944e-05,1YypK4ExBm4UY1TRAOur8M,5,1A 2B 3A 4A
DJ Deanne Swanson,0.0,0.0006969165743539003,0.0,1,2,9.185653965259221e-10,9.5,2,2.8795372367086738e-05,3rQlUx13C1KjSHejxFcqzc,1,1A 2A 3A 4A
Kimbra,4.204110099649728e-05,0.08687123474180783,0.0,2,14,0.0003316663045077253,1219.169780219803,6,3.905670392800339e-05,6hk7Yq1DU9QcCCrz9uc0Ti,4,1A 2B 3A 4A
MC Eiht,0.0,0.07349888844263211,0.0,1,15,2.5611241948523268e-05,1033.9894022643707,2,2.4661260023733177e-05,4XqfpACObRB5AsBcUYjL8X,5,1A 2B 3A 4A
Linwood Bell,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,65tJZMfLxSfgC3hJgOC4ph,1,1A 2A 3A 4A
The Hit Crew,0.0,0.07278702006947087,0.0,3,14,2.4474215174231163e-06,1000.9431679431201,6,4.104732204930048e-05,76PJKS3IQsf4sSayx2taE0,5,1A 2B 3A 4A
Dirtyphonics,0.0,0.08154198297683465,0.0,1,14,6.732641707455446e-05,1143.5226662226694,2,2.608659084988232e-05,4zymhxzJ0UJc74tMHGyoWs,5,1A 2B 3A 4A
Miss Elliott,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,2,6.76186294373235e-05,2SlxJfLHrzPS5OlB50acmx,1,1A 2A 3A 4A
Manufactured Superstars,0.0,0.0921784513106233,0.0,1,13,0.0012069852601771969,1298.6495143745592,2,2.1573425430545364e-05,0sqAJzf2NCihzzyiH0e0d1,4,1A 2B 3A 4A
Paolo Stefano,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2j9mEueWtOy8gmJBsllij8,1,1A 2A 3A 4A
Breathless,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,449FOoBzsz0yEvFWxW7awa,1,1A 2A 3A 4A
BANKS,0.0,0.08414845463098938,0.0,1,14,0.00025359359834384695,1177.4056027306158,4,3.1284580821485845e-05,2xe8IXgCTpwHE3eA9hTs4n,5,1A 2B 3A 4A
Lounge 50,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6VDMHr6GkM19wca61JKSd4,1,1A 2A 3A 4A
Docka,0.0,0.08249059034048296,0.0,3,14,0.0002054227838559079,1161.4000111000173,6,4.906494047374189e-05,6yAFfOzDNHnaocaiUOs9om,5,1A 2B 3A 4A
René Dif,0.0,0.08029287513998658,0.0,1,14,2.6940399783957474e-05,1122.0790154289982,2,2.843430901148139e-05,70nWzSNn3nnaBlWCUj7EzP,5,1A 2B 3A 4A
Classical Jazz Academy,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4WBkRl2TzcW58iBFEWIBBV,1,1A 2A 3A 4A
Blue Cheer,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,6,0.00012484282504543226,4PI5IHRvANLL76O5gRmGKL,1,1A 2A 3A 4A
Yuli Lavrénov,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6H3V5NJEE6EWTA5AzwE2tT,1,1A 2A 3A 4A
TobyMac,0.0,0.0743456319309369,0.0,1,14,4.384036119063551e-06,1031.7490120989664,2,2.6487093974374827e-05,5VX8hxrcfJWwaTLiqGUHG3,5,1A 2B 3A 4A
Sex Music Masters,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2Krgv3SdnY2Yz7SasKyFde,1,1A 2A 3A 4A
WizKid,0.002241638922008619,0.11233411510290434,0.01935483870967742,33,12,0.042178025927062,1662.8190836941064,204,0.000864852639795302,3tVQdUvClmAT7URs9V3rsp,0,1A 2B 3A 4A
Pia Mia,0.0,0.07764634426344119,0.0,1,14,3.350845594914318e-05,1075.7515984015672,2,3.884836847973184e-05,1BhWF9W2PngtPSyobKg0rP,5,1A 2B 3A 4A
Paris Hilton,0.0,0.08742403205957823,0.0,3,14,0.0021226047241697495,1250.1451048951283,6,3.451430280872147e-05,1vkJFCwstOoJO7yQ4lTtLK,4,1A 2B 3A 4A
Frances Lark & The Superbs,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7tDEOAZhBiTWBATSo6Xb82,1,1A 2A 3A 4A
M-Acculate,0.0,0.00047122331244893917,0.0,1,3,1.322515592300135e-10,6.666666666666667,2,1.7701791377498586e-05,0RuObEb4nNNpGXGcxBAcvP,1,1A 2A 3A 4A
Voice,0.0,0.07808767339602202,0.0,1,15,3.455796994330806e-05,1091.7982767232497,4,3.728246602240909e-05,0XrKWzukbEfrqiiyBSzxwp,5,1A 2B 3A 4A
Natel,0.0,0.08171628275457322,0.0,1,14,9.67929526040052e-05,1147.401165501168,4,4.969787900721068e-05,59OtXo2h1pS8zePQU7MUpn,5,1A 2B 3A 4A
Ellis Wright,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5MFXZLnjwsrPHwHwBK8mlP,1,1A 2A 3A 4A
Ben Russell,0.0,0.0005269893849281036,0.0,1,3,2.2393840840882724e-10,7.333333333333333,2,2.9476254262817825e-05,5BG0gerrHZFHPaIEi43FHB,1,1A 2A 3A 4A
Gloria Estefan,0.0003688096964636502,0.09105444026709553,0.0,5,12,0.00028386518873037996,1284.1648268398708,14,6.300879857354943e-05,5IFCkqu9J6xdWeYMk5I889,4,1A 2B 3A 4A
Dan Rockett,0.0,0.074826475113436,0.0,1,15,4.978242087776066e-05,1049.833835608807,6,5.909750501210911e-05,5AR2TkFSQl03BY8S0bZoCz,5,1A 2B 3A 4A
The Shadowboxers,0.0,0.07168767064994257,0.0,1,14,1.8621277985575389e-06,985.7762959262532,2,2.5691846584814297e-05,3gq3IRuBKSmyBbGXwfagj4,5,1A 2B 3A 4A
Khursor,0.0,0.0852188900137344,0.0,1,14,8.64534516483703e-05,1192.1175796426003,2,2.2644922458475384e-05,0TkzPH1fIWwei4vMUsxTnO,4,1A 2B 3A 4A
B15 Project,0.0,0.08171628275457322,0.0,3,14,0.00010168560163847174,1147.401165501168,6,5.603204136269121e-05,6dflJhpEMW53KdFMj4myPc,5,1A 2B 3A 4A
Sebastian Bolier,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2nL5fly5wTd9P6N4XedA5J,1,1A 2A 3A 4A
Eric Kupper,0.0015271785972522955,0.0815930590362332,0.0,8,14,2.886065240113017e-05,1153.5841741591646,102,0.0002904523991661851,2ATkDceAaeLUkxPnJPHGkz,5,1A 2B 3A 4A
Belinda Carlisle,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7xkAwz0bQTGDSbkofyQt3U,1,1A 2A 3A 4A
Alexandra Thompson,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,2,6.76186294373235e-05,6rYicvSkwJOvtip6Noo8W4,1,1A 2A 3A 4A
Said the Sky,1.524902238188631e-05,0.08977152508440533,0.0,2,14,0.00020784725970132383,1280.867399267433,4,3.857159972895256e-05,4LZ4De2MoO3lP6QaNCfvcu,4,1A 2B 3A 4A
Wretch 32,0.0,0.08434420033470424,0.0,1,15,0.00014803938767772118,1187.878135753154,2,2.362914881095969e-05,0T2sGLJKge2eaFmZJxX7sq,5,1A 2B 3A 4A
Freda Payne,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,6,6.76186294373235e-05,0701Axu6yvUIoctaKMbDIZ,1,1A 2A 3A 4A
The Blendells,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0d4hrN0X4YJYRnGelm42cT,1,1A 2A 3A 4A
Korn,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,12,0.00012484282504543226,3RNrq3jvMZxD9ZyoOZbQOD,1,1A 2A 3A 4A
DL Diedrich,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2A9k7TmzMpmLLmYjZNAlIK,1,1A 2A 3A 4A
Sace 2,0.0,0.000546507510295811,0.0,1,2,2.719677438203231e-10,7.5,2,3.513718100713681e-05,5r3nExtF6iqCYa3FNXqDn5,1,1A 2A 3A 4A
Gino Rosaria,0.0,0.0002463846474988536,0.0,1,2,7.900612503966633e-12,3.5,2,3.958467385261845e-05,1kQHli4oL4h6IZxBu8PHoq,1,1A 2A 3A 4A
Kem,2.0012873485096788e-05,0.09856150683098397,0.3333333333333333,5,13,0.00430836312526414,1424.7634032634485,30,9.20541557749789e-05,1f2e3RQf7LHOum8NU61q0R,0,1A 2B 3A 4A
Jigsy King,0.0,7.528419784687193e-05,0.0,1,1,3.853992924640798e-14,1.0,2,6.76186294373235e-05,0XRNiP6SAd6pQjeoZOmgeN,1,1A 2A 3A 4A
"Danny ""Butch"" Means",0.0,0.08419075546994212,0.0,1,14,0.00023837273344118698,1190.6323704073816,4,2.8177093837546825e-05,1NHbYMke9B72UlF8fBMYuu,4,1A 2B 3A 4A
Johnny Manuel,0.0,0.00017207816650713584,0.0,1,2,5.091146668642896e-12,2.5,2,4.061668236657377e-05,5U8Xyp22AsF2SX5Fi7x9KC,1,1A 2A 3A 4A
Robert Parker,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,7FlUCXHUxNEOk2exJUiqp1,1,1A 2A 3A 4A
YSL,0.0,0.10283526241211753,0.0,1,13,0.019041981637991912,1512.6148823399199,2,1.955235732581664e-05,687EC8vm3Vlddg5jFZNq6J,4,1A 2B 3A 4A
Vika Jigulina,0.0,0.0001003789304624959,0.0,1,2,2.085521544730148e-13,1.5,24,8.620355460275757e-05,34dZRjYum6vVBGslgYaBtB,1,1A 2A 3A 4A
Fats Waller,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,0DYWCXTkNqGFZIf67SrWEa,1,1A 2A 3A 4A
Midge Ure,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,2N4isf5pypyuDVpBofqEN8,1,1A 2A 3A 4A
We Are Legends,0.0,0.06823959661926332,0.0,1,16,1.2673332343094834e-06,949.2769216893818,2,3.1421570061783026e-05,5SbA18s5wdWLY1ZPO1Dv5Z,2,1A 2B 3A 4A
Drafi Deutscher,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,12,0.00012484282504543226,3AzUhAlIf00iaylhLVwszM,1,1A 2A 3A 4A
Kris Kross Amsterdam,0.0,0.09143318280447232,0.0,1,13,0.0006629116006205843,1287.5764985015496,2,2.262563069859144e-05,4LcUpNlXFEleaLlelmkv2R,4,1A 2B 3A 4A
Henri Demarquette,0.0,0.00028376351496128653,0.0,1,2,2.142319524604558e-11,4.0,2,1.7442646207146617e-05,2tStHB1uFmqhQM687bmnDq,1,1A 2A 3A 4A
Mystikal,0.0,0.08622802809053721,0.0,1,14,0.0004237197910135382,1210.8530414030647,4,2.8261892951765528e-05,3LIJJJkO7R5RasRwt7xIn5,4,1A 2B 3A 4A
Sluggo x Patrick Russel,0.0,0.0938010083946348,0.0,1,14,0.0010819474281847353,1330.7406676657135,2,2.1522322226063928e-05,1DPRRYmC9fbuz37skb8rP1,4,1A 2B 3A 4A
Crankdat,0.0,0.08181132379057529,0.0,1,14,0.00018521967543650735,1144.2438783438802,2,2.836897043788811e-05,5lCekoJW9jNq01B1wiqdAb,5,1A 2B 3A 4A
Ronnie Dunn,0.0006135238202880798,0.09138091898141842,0.0,6,12,0.00018791027733812467,1283.2544372294744,28,0.00012051478571470663,1iLuTmIgxCEiEllDSWkeIy,4,1A 2B 3A 4A
Zonek,0.0,7.528419784687193e-05,0.0,3,1,6.235891544425749e-14,1.0,6,0.00012484282504543226,3gT5HR0r8H2P1ojkCBchNN,1,1A 2A 3A 4A
Glenn Yarbrough,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,4GxVmha4ELBwUE4bPyChzS,1,1A 2A 3A 4A
Damian Lazarus,0.0,0.07012119564082446,0.0,1,16,8.809254329942634e-06,973.7576714951357,2,3.199762963696583e-05,3EIJ8wiUHbgkRCt5cpRrQv,2,1A 2B 3A 4A
Jerry Folk,2.7394169563713147e-05,0.09663338855250116,0.0,2,13,0.001893488935657033,1375.8962676213155,4,3.382969599379824e-05,356FCJoyYWyzONni54Dgrv,4,1A 2B 3A 4A
Carl Perkins,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,5hIClg6noTaCzMu2s5wp4f,1,1A 2A 3A 4A
Kottonmouth Kings,0.0,0.0647841885051637,0.0,1,17,1.7790848815867558e-06,893.6938859342957,2,3.965013938371221e-05,0jx4hPtb5enLdBDdHKuSgf,2,1A 2B 3A 4A
Martin Sanders,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,1TAd5HZBArerr70M3d5pP3,1,1A 2A 3A 4A
Vershon,0.0,0.08746751578604407,0.0,1,15,0.0002976087859064674,1242.4565268065567,2,2.6322541581051723e-05,42NCKSFJsf7cFevs2BuG2g,4,1A 2B 3A 4A
Oscar Rocchi,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,6VwqpmvzSVYFSpyrmGRxGZ,1,1A 2A 3A 4A
King Gas,0.0008509460965483505,0.06418008776928526,0.0,2,16,1.3662143098400827e-06,885.6839785214521,8,7.106004734935148e-05,7Lmt0yeRBbQ8qk3Nfioq6X,2,1A 2B 3A 4A
Markaholic,0.0,0.08029287513998658,0.0,1,14,2.6940399783957474e-05,1122.0790154289982,2,2.843430901148139e-05,0ZUGTZ3ItqNjAtQUVjNKnu,5,1A 2B 3A 4A
Mobb Deep,1.6798144683413434e-05,0.09591918645530946,0.16666666666666666,4,13,0.0053305084760554315,1385.0694277944651,10,5.5904833888236856e-05,6O2zJ0tId7g07yzHtX0yap,4,1A 2B 3A 4A
Ameritz Club,0.0,0.0,0.0,0,0,1.9621383603543451e-19,0.0,0,1.4441429364660243e-05,1Co75gIjcvNg2anZqTFaE1,1,1A 2A 3A 4A
Herb Alpert,0.00074315856307726,0.0663685545214808,0.0,7,15,3.7176404691522836e-07,922.1546731046396,96,0.0003813101707460457,1PqdKx88nAgPolRy079lMl,2,1A 2B 3A 4A
Luca Lush,2.633300420974124e-05,0.09888017120967225,0.0,2,14,0.004030313749028737,1419.1144771895267,6,3.882073194460573e-05,5oAjLXTvB7VDWn3Up9LYcQ,4,1A 2B 3A 4A
