eigencentrality,name,eccentricity,harmonicclosnesscentrality,degree,triangles,clustering,modularity_class,closnesscentrality,weighted degree,betweenesscentrality,Spotify ID,Cluster
0.0011565727676651,Kenley Shea Holm,13.0,0.1850992873138545,1,0,0.0,6798,0.1789046474182235,2.0,0.0,2oVUjPnc38UgTbNSQULfrb,1
0.0028620557518531,Thomas Adès,14.0,0.1686691401106999,1,0,0.0,5096,0.1619479274818305,12.0,0.0,4F7KfJQw9lIXvFydi4TOyi,1
0.0009831626749903235,University Of Wisconsin - Eau Claire's Fifth Element,14.0,0.1388928503926657,1,0,0.0,6472,0.1356513304232937,2.0,0.0,0lC4AFlc3eeg9ZAVSZ7xVg,1
0.0015974855294659,Dub Hackers,12.0,0.1828727016897264,1,0,0.0,7505,0.1759207044636273,2.0,0.0,4jGzDdd1psE9HRJkQM7VEJ,1
0.0007675236971674213,paul & carmella costabile,13.0,0.1729377415143592,1,0,0.0,6798,0.166766042313465,2.0,0.0,6F4pSTK7MBgYcd1aSWjckM,1
0.0,Carolyne Mas,0.0,0.0,0,0,0.0,1255,0.0,0.0,0.0,1VMu2uaJXKmWj4LFZoe5QP,0
0.0037375558239883,Felipe Peláez,12.0,0.1949616815601095,1,0,0.0,6269,0.1859446819729255,2.0,0.0,6dexNK5MjEL8UvmA5MjSgg,1
0.0012845310260096,Ashley Beadle,13.0,0.1833009016216853,1,0,0.0,6798,0.1769125906537979,2.0,0.0,4naFov3aY6UAQPy27lkz09,1
0.0008465797061648385,Neal McCoy,15.0,0.1412439014430151,2,0,0.0,7607,0.1378519166872031,4.0,0.00012328936012822095,69Etpls5a2aATUkB6NInTY,1
0.002604890419338,Bellecour,12.0,0.1895971489023978,1,0,0.0,6798,0.1806076665293534,2.0,0.0,1PiNBMw3iIaG021gWeidUY,1
0.001024920661143,Master HP,13.0,0.1732480797808692,1,0,0.0,6962,0.1665810930151362,2.0,0.0,6BXGjjGXaYHvpWTuKZfHiQ,1
0.0007964500601478439,GRMM,14.0,0.1543748498655464,1,0,0.0,6798,0.1493655967441946,2.0,0.0,1KCC851hwexU7srIERu82u,1
0.0,J.J. Barnes,0.0,0.0,0,0,0.0,1256,0.0,0.0,0.0,2hIOIluaknpeTzdniBzj8A,0
0.0,Loveman Ronnie Stokes,0.0,0.0,0,0,0.0,1257,0.0,0.0,0.0,0DxldUYvIHBneUxhlfD695,0
0.0,Solar Factor,0.0,0.0,0,0,0.0,1258,0.0,0.0,0.0,2MnlwaudwiNCvyeYlZw89k,0
0.0,Originally Performed By Lynns,0.0,0.0,0,0,0.0,1259,0.0,0.0,0.0,6wUfIPeYNIEe5RFvHxAgDx,0
0.095378923469385,Big K.R.I.T.,11.0,0.2457755069763348,11,12,0.2181818181818181,7440,0.227316676709219,52.0,0.00016105573505242147,0CKa42Jqrc9fSFbDjePaXP,1
0.0022186772061897,Jean-Marc Couture,12.0,0.1998012804124627,1,0,0.0,7416,0.1922356789040836,2.0,0.0,5PE3MRHNrlFoFY9Tfa6Trp,1
0.0011056287679975,David Shifrin,13.0,0.1730447924382015,1,0,0.0,7256,0.1673406230658139,16.0,0.0,1DcaKBFFoVa4dU95oR5l9L,1
0.0022956123171315,Papaduck,12.0,0.1797382409436945,1,0,0.0,7440,0.1712337442999493,2.0,0.0,3cjmlowfpEgkXJ5prHPABr,1
0.0,k.d.lang & The Reclines,0.0,0.0,0,0,0.0,1260,0.0,0.0,0.0,699bma3vgE7RT87h0M3yFN,0
0.0034365635453888,Adam Sandler,14.0,0.1628351093830088,9,0,0.0,7645,0.1579382928800226,20.0,0.0009861020641782495,2LB9H0px4qWbCHg9Axzhga,1
0.0054423761292461,DISTO,12.0,0.2120276420794025,1,0,0.0,6798,0.20179879831316,6.0,0.0,1uodYnEBYYgZsExzoMeiGl,1
0.0,James Thomas,0.0,0.0,0,0,0.0,1261,0.0,0.0,0.0,4zeupDsAdsXaA4sukhmkHz,0
0.0,Chart Stormers,0.0,0.0,0,0,0.0,1262,0.0,0.0,0.0,7E03HXnm4pbRfW6O1tVFIL,0
0.0027285479898455,Jim Brickman with Carly Simon,14.0,0.1777005816550768,1,0,0.0,6425,0.170932425739966,2.0,0.0,520tlJhFhKWKuZuQqnZ06K,1
0.0065972793505055,Yefim Malko,11.0,0.1988852831643324,1,0,0.0,7440,0.1879765463857795,2.0,0.0,5wLcU5fq90IgdZtrzyKsvo,1
0.0311494866021451,Dr. Phill,11.0,0.2237582288531445,1,0,0.0,7440,0.2084768416182593,4.0,0.0,3ubhbS3PAz4flbELdDWIMC,1
0.0,Peaceful Piano,0.0,0.0,0,0,0.0,1263,0.0,0.0,0.0,3PS8YdpovKxzsjzkSJkVlV,0
0.0100746953957413,De La Ghetto,12.0,0.208418584011893,3,1,0.3333333333333333,7145,0.197062646533607,14.0,8.322026994244166e-05,3EiLUeyEcA6fbRPSHkG5kb,1
0.004323270845622,Anita Louise,12.0,0.2016708243467998,1,0,0.0,7351,0.1920308726738955,4.0,0.0,6mowkvJ4kFxoXde2jY69bj,1
0.0,Slim Smith,0.0,0.0,0,0,0.0,1264,0.0,0.0,0.0,2PuBpv31beJyhHfvXoku41,0
0.0122913028832581,Park Ave.,12.0,0.2098328468473791,1,0,0.0,6805,0.1965135858702104,4.0,0.0,6vOik52KHqRtM4IHK1CDYK,1
0.00168734714316,Trevor Horn,13.0,0.1879142275825603,1,0,0.0,7416,0.181395296827651,2.0,0.0,2oQd3GVbHbjyCyeG4MGMuT,1
0.0,Carleton,0.0,0.0,0,0,0.0,1265,0.0,0.0,0.0,2bL4ZIzFC5TBUUI7kMp6KI,0
0.0,Kyle Clarke,0.0,0.0,0,0,0.0,1266,0.0,0.0,0.0,0WPCkxDaJhIO7OoPjJZ9O6,0
0.0008770523718536361,Leslie Mendelson,13.0,0.1685001629351866,1,0,0.0,7390,0.1631811368963193,4.0,0.0,5Nfp6FbYdlF3KQ2wojhW0l,1
0.000387214603949675,Sterac,3.0,0.4027777777777777,1,0,0.0,6708,0.3636363636363636,4.0,0.0,2QFnCeEbTqsb0YUYpFl08v,0
0.000404020520085208,Jim Campilongo,2.0,0.6666666666666666,1,0,0.0,7667,0.6,10.0,0.0,5zbM1FiwOm9fPe9ONsqJ8B,2
0.0003422524406336617,Pressha,1.0,1.0,1,0,0.0,3261,1.0,2.0,0.0,6rcAg2UgXIlbFQIHWq4eGE,2
0.0107819749424122,Wolfgang Amadeus Mozart,13.0,0.1659441192035829,17,0,0.0,7504,0.1581168672937277,80.0,0.0018060388450802775,4NJhFmfw43RLBLjQvxDuRS,1
0.0,Shichao Liu,0.0,0.0,0,0,0.0,1267,0.0,0.0,0.0,6Jx4XgM36HXPWhITZ38b5v,0
0.001307024218226,Victor Goines,14.0,0.178091295955913,1,0,0.0,7188,0.1717158886418969,2.0,0.0,7zdAb4j79OsvWoxJFA7I7W,1
0.004158992898559,Kronos Quartet,12.0,0.2049909441029291,2,0,0.0,7505,0.195792548248102,6.0,0.00014292754064937463,0M6xcJTswOl2qvExCJhiS3,1
0.0106620814935691,Joe Boom,12.0,0.2078078947176301,1,0,0.0,7440,0.1957736450199732,2.0,0.0,1bv6ohD5JNg8NcbTA2dzmC,1
0.0009837133109635377,Victor Oliver,13.0,0.1661264024335764,1,0,0.0,7351,0.1595365944808324,2.0,0.0,7qj0SG7oYTWlG0uINF4Bml,1
0.0,Floska,0.0,0.0,0,0,0.0,1268,0.0,0.0,0.0,4We9wF8DM6dZg1lipJpHKc,0
0.0,Workout Heroes,0.0,0.0,0,0,0.0,1269,0.0,0.0,0.0,0CKM0qkr7bne3OFIAkEb5t,0
0.0030435286170422,Brian May,13.0,0.1894801203193936,3,0,0.0,6798,0.181985438472498,10.0,0.0001739061742281538,2NcbLU1bW55eahD0UgD7U3,1
0.000559920731782381,Mitch Mitchell,2.0,0.5625,1,0,0.0,7062,0.5333333333333333,2.0,0.0,5oDKuJduSZVqcOszqPs26t,2
0.0472890623443025,Joyner Lucas,11.0,0.238735488815615,8,1,0.0357142857142857,7440,0.223154593226401,42.0,0.00032753628634936877,6C1ohJrd5VydigQtaGy5Wa,1
0.0006873101436312645,Mungo Jerry,1.0,1.0,2,0,0.0,5684,1.0,18.0,1.0,2mbvqMGpwLsakeH45p1Jrb,2
0.0014145417651655,Philip Bader,16.0,0.1220123975772046,1,0,0.0,6547,0.1192820429862423,2.0,0.0,0K7MJrYNqx49lm11r5O77T,1
0.0011670142337416,Massif,13.0,0.1742761226841394,1,0,0.0,7188,0.1686436360990113,2.0,0.0,1TZavXsYJQLi4kehWCRW4I,1
0.0,Club Tropicana,0.0,0.0,0,0,0.0,1270,0.0,0.0,0.0,4ci7Po9SvTdzPOgbaeXg58,0
0.0003422524406336617,José Alvarez Brill,1.0,1.0,1,0,0.0,2362,1.0,2.0,0.0,2QCH6fKu6ColoSdwKMCAM8,2
0.0003422524406336617,The Real Stevie Bee,1.0,1.0,1,0,0.0,5105,1.0,2.0,0.0,3e0eiDf3LC20qinXnDIwBb,2
0.0043444451065078,Eagle-Eye Cherry,13.0,0.2031018266654814,4,0,0.0,6937,0.1945667166416791,10.0,0.0006589409103960702,3ngKsDXZAssmljeXCvEgOe,1
0.0011150561997365,Levi Jonny Jack & Company,15.0,0.1298742179613751,1,0,0.0,7188,0.1271037703325289,2.0,0.0,1mQbu2DH5a8NZCHXrJn1Ez,1
0.00047753768239213,Matt Hammitt,16.0,0.1209624993460091,1,0,0.0,7188,0.1190029050148185,4.0,0.0,0o77vi5tCsW348tzvdjNPw,1
0.0007165664992955576,Members of the Royal Concertgebouw Orchestra,15.0,0.1361608298823165,1,0,0.0,6453,0.1324136805158762,38.0,0.0,5MZgcDYGfMPsGWAYQO7YK0,1
0.0,Michael Meenderink,0.0,0.0,0,0,0.0,1271,0.0,0.0,0.0,3ARRGg4FwenUd9HcTCtqik,0
0.0069750428145936,DaBaby,12.0,0.2000125579909034,2,0,0.0,7440,0.1893854487718315,10.0,9.502800797580656e-06,4r63FhuTkUYltbVAg5TQnk,1
0.000404020520085208,John Crockett,2.0,0.6666666666666666,1,0,0.0,3702,0.6,4.0,0.0,033N4hXTQshH1GbosWD8Sl,2
0.0018391604538368,Gaeko of Dynamic Duo,13.0,0.193919513547161,1,0,0.0,7440,0.185636143089282,2.0,0.0,6tx6B2ZOR6BBdrktw0C3tr,1
0.0011810042264759,Frida,13.0,0.1877073954484066,1,0,0.0,7446,0.1810854859235114,2.0,0.0,5uOVb4hLSQVbHbVVt27tV1,1
0.0,Jaywalker6,0.0,0.0,0,0,0.0,1272,0.0,0.0,0.0,2qMao2kjVh9ifExwzBYLIU,0
0.0008560495959980192,Florian Paetzold,13.0,0.1791741305380072,1,0,0.0,7505,0.1727233041237662,4.0,0.0,1Yin8sYvH575rfGH0Q9KlH,1
0.0,Leslie Pearl,0.0,0.0,0,0,0.0,1273,0.0,0.0,0.0,3QckMzDoqCxIjwJJE1Prpl,0
0.0,Waah,0.0,0.0,0,0,0.0,1274,0.0,0.0,0.0,1Lf2zFNvP0VY7xIcjGtzvi,0
0.0003422524406336617,"Nick Fradiani, Sr.",1.0,1.0,1,0,0.0,6337,1.0,2.0,0.0,5u6A9XBnZxFzZ3BX6gCejo,2
0.0009572354895374726,Seeed,14.0,0.1433546201808473,1,0,0.0,7593,0.1393271551390952,4.0,0.0,5ISjkNS17JpCwiFtW80lpV,1
0.0004661264947492564,Cindy Berger,2.0,0.6,1,0,0.0,2842,0.5555555555555556,4.0,0.0,1IZukI53t3hECjbFb9W7Dt,2
0.0010930444294201,TWR72,15.0,0.1451168066443658,1,0,0.0,7161,0.1407109276061273,2.0,0.0,3xppiQ1WFn0sPv4ZQJjqzO,1
0.0008562429337220565,D-Pulse,15.0,0.131689741203051,1,0,0.0,7416,0.1286214934745722,2.0,0.0,5b86FIOAbWupUXc158gVEM,1
0.0022956123171315,Geno,12.0,0.1797382409436945,1,0,0.0,7440,0.1712337442999493,2.0,0.0,0hMeHS7liyi0egCp1nxDRI,1
0.0,Sam The Sham & The Pharaohs,0.0,0.0,0,0,0.0,1275,0.0,0.0,0.0,05sRO4JdAtJGyZQOTb6kSL,0
0.0,Spirit Catcher,0.0,0.0,0,0,0.0,1276,0.0,0.0,0.0,33ROCzw0CZV8lYs1EkGtYj,0
0.0003422524406336617,Bob Shane and Bill Zorn,1.0,1.0,1,0,0.0,1277,1.0,2.0,0.0,3GA073crdjGhnBSeQsjzHE,2
0.0283120205207794,Jaden,12.0,0.2242837541983592,6,1,0.0666666666666666,7440,0.2106507031645652,24.0,5.2257831645548107e-05,0xOeVMOz2fVg5BJY3N6akT,1
0.0063890759133864,Nino Man,12.0,0.2034842498287028,1,0,0.0,7440,0.1925140036077091,2.0,0.0,46oL4yVdytIAcN2NruQKeH,1
0.0141064458563227,Mark Ronson,12.0,0.2247142640096465,5,0,0.0,7645,0.2130493026187912,14.0,0.00047622632026538805,3hv9jJF3adDNsBSIQDqcjp,1
0.0050902166712428,Denim,12.0,0.1972885502967935,2,1,1.0,7505,0.187513726578123,8.0,0.0,35JmwARB6DxiAosiZPmvz1,1
0.0493782728869569,B.B. King,12.0,0.2456422659587969,34,25,0.0445632798573975,7188,0.2306653205738905,126.0,0.012021306675653229,5xLSa7l4IV1gsQfhAMvl0U,1
0.006677520039841,Mimi,12.0,0.205367541505176,1,0,0.0,7351,0.1943988399822642,4.0,0.0,1rrWWdXGvdF9bD8VDwvbBC,1
0.0019448192881611,"Jermaine ""JD"" Dupri",12.0,0.1862576484324603,1,0,0.0,7440,0.1778416067356604,2.0,0.0,7B5Rt17EYYcbO0zp6lPKbi,1
0.0005285711514676122,Sassy Charlie,2.0,0.5714285714285714,1,0,0.0,3762,0.5384615384615384,4.0,0.0,1AZSUI69myY7uiZ7hJ0eHZ,2
0.0012101991142939,Dar Williams,14.0,0.1685867515065479,1,0,0.0,7390,0.1635216321922503,2.0,0.0,4Aarr7f0itQ2WFmmiPcriK,1
0.0029764593829107,Otis Redding,12.0,0.1923545719270469,2,0,0.0,7145,0.1844876606391447,4.0,0.0011090569978317991,60df5JBRRPcnSpsIMxxwQm,1
0.0008714655778821586,Zom,13.0,0.1645828214238399,1,0,0.0,7593,0.1587963506793531,2.0,0.0,2FmQb0a8SYCJio9Cz84fW0,1
0.0031155817449014,Alessandro Safina,12.0,0.2025091831003308,1,0,0.0,7132,0.1943941808769428,4.0,0.0,5ITJs06INM9JWxK5hROEj3,1
0.0,Los Gitanos,0.0,0.0,0,0,0.0,1278,0.0,0.0,0.0,2IgBqozvJlcgs5lssovg4g,0
0.0438676224353975,Destiny's Child,12.0,0.2434778772098344,18,9,0.0588235294117647,7505,0.2286012231898762,52.0,0.0015219374875953817,1Y8cdNmUJH7yBTd9yOvr5i,1
0.1501116891807474,Anthony Hamilton,11.0,0.2623969186199424,31,17,0.0365591397849462,7440,0.2420471501044464,132.0,0.0066205361237563565,2DzRMyWgjuMbYvt5BLbpCo,1
0.0,The Bachelors,0.0,0.0,0,0,0.0,1279,0.0,0.0,0.0,0qDtyCZRYrja9CoeHXV6FD,0
0.0311494866021451,Shawty Red,11.0,0.2237582288531445,1,0,0.0,7440,0.2084768416182593,2.0,0.0,1WI3Nq78APxisW6EGj5Ol5,1
0.0024966483133946,Romika,13.0,0.1973583815942736,1,0,0.0,6798,0.1893898708758493,2.0,0.0,1A1w0EGqnPyDml7cba71LO,1
0.00046006269367385817,Mdcl,13.0,0.1611436086824459,1,0,0.0,6937,0.1566223183424411,4.0,0.0,7wrkOKpoNVJ27h96EEfGDY,1
0.0003828147490018486,Bond Villain,15.0,0.1367775500434833,1,0,0.0,7188,0.1338448844884488,2.0,0.0,47mxxjO1y7IpB7EYSeUStw,1
0.0,Diamond Yukai,0.0,0.0,0,0,0.0,1280,0.0,0.0,0.0,2Xgqw0qSxzLPXOgPg1NEUL,0
0.0122913028832581,Gibson,12.0,0.2098328468473791,1,0,0.0,6805,0.1965135858702104,4.0,0.0,46qKny2j1ctkE0w2IG8DUI,1
