Id,name,popularity,followers,genres,image,Spotify ID
165,Tori Kelly,68,1399140,"dance pop, pop, post-teen pop, r&b, viral pop",1vSN1fsvrzpbttOYGsliDr.jpg,1vSN1fsvrzpbttOYGsliDr
166,Amy Vachal,20,6238,,0pX70hF85qlg0TGNFIa0at.jpg,0pX70hF85qlg0TGNFIa0at
167,Amy Winehouse,74,4722687,neo soul,6Q192DXotxtaysaqNPy5yR.jpg,6Q192DXotxtaysaqNPy5yR
168,Tony Bennett,59,333919,"adult standards, christmas, easy listening, lounge, vocal jazz",2lolQgalUvZDfp5vvVtTYV.jpg,2lolQgalUvZDfp5vvVtTYV
169,Anberlin,52,192191,"christian alternative rock, christian rock, dreamo, emo, pop punk, pop rock",5v61OSg53KaQxGMpErkBNp.jpg,5v61OSg53KaQxGMpErkBNp
170,Anderson East,53,64370,"folk-pop, modern blues, new americana",5q6z6GTth6lMbL9I8CAgby.jpg,5q6z6GTth6lMbL9I8CAgby
171,Andra Day,58,197667,,1c4rxrxy8eDLvMVL1DTiBe.jpg,1c4rxrxy8eDLvMVL1DTiBe
172,MSTR ROGERS,34,2682,,2CefeOM98Zx2FFrGXBgpms.jpg,2CefeOM98Zx2FFrGXBgpms
173,Common,61,440678,"alternative hip hop, dirty south rap, gangster rap, hip hop, neo soul, pop rap, rap, southern hip hop",2GHclqNVjqGuiE5mA7BEoc.jpg,2GHclqNVjqGuiE5mA7BEoc
174,Andrea Bocelli,66,639044,"classical tenor, italian pop, operatic pop",3EA9hVIzKfFiQI0Kikz2wo.jpg,3EA9hVIzKfFiQI0Kikz2wo
175,Giorgia,56,254441,"classic italian pop, italian arena pop, italian pop",0gm1lHoOXAdy5OB4AwFYRr.jpg,0gm1lHoOXAdy5OB4AwFYRr
176,Andrew McMahon in the Wilderness,56,104566,"indie pop, indie poptimism, indietronica, modern rock, neo mellow, piano rock, pop rock",716ZwtZBmwROBXcFmCzfdM.jpg,716ZwtZBmwROBXcFmCzfdM
177,Andy Black,51,232404,"pixie, pop punk",09NYzWfQlunWS3XBZFaDEC.jpg,09NYzWfQlunWS3XBZFaDEC
178,Juliet Simms,43,37088,deep talent show,1hlXIybvN1I8r3ooBEkYRh.jpg,1hlXIybvN1I8r3ooBEkYRh
179,Matt Skiba,35,12270,"orgcore, skate punk",7qVz2CTVWQynqvLaaxZXw6.jpg,7qVz2CTVWQynqvLaaxZXw6
180,Andy Grammer,67,495742,"dance pop, neo mellow, pop, pop rock, post-teen pop, viral pop",2oX42qP5ineK3hrhBECLmj.jpg,2oX42qP5ineK3hrhBECLmj
181,Andy Mineo,63,290982,christian hip hop,1TMrnxBwZfmfRxsGzkNIHw.jpg,1TMrnxBwZfmfRxsGzkNIHw
182,Wordsplayed,52,17902,"christian hip hop, christian trap",0AKzJfX9rdEu8WOqeBLEaO.jpg,0AKzJfX9rdEu8WOqeBLEaO
183,1K Phew,48,10675,"christian hip hop, christian trap",6CQGrt3AJ2gx5oMSR0mwbl.jpg,6CQGrt3AJ2gx5oMSR0mwbl
184,Tedashii,52,118348,"christian hip hop, christian trap",4c6lhwoOrmgNWvl0GxHlW1.jpg,4c6lhwoOrmgNWvl0GxHlW1
185,WHATUPRG,48,9312,"christian hip hop, christian trap",6YgYm3f9ifsz4OwQt8jql7.jpg,6YgYm3f9ifsz4OwQt8jql7
186,Lecrae,67,658445,"ccm, christian hip hop, christian music, worship",1CFCsEqKrCyvAFKOATQHiW.jpg,1CFCsEqKrCyvAFKOATQHiW
187,Trip Lee,53,208615,"christian hip hop, christian trap",12H1Dmi64fAmmARrsyVFzy.jpg,12H1Dmi64fAmmARrsyVFzy
188,CASS,46,15988,"christian hip hop, christian trap",1pcufq5QrAZE0kBRQS65DM.jpg,1pcufq5QrAZE0kBRQS65DM
189,KB,58,160137,"christian hip hop, christian trap",77IKXFvO7SpWrq8hflrUXc.jpg,77IKXFvO7SpWrq8hflrUXc
190,Andy Williams,55,134587,"adult standards, brill building pop, christmas, easy listening, lounge, mellow gold, operatic pop, vocal jazz",4sj6D0zlMOl25nprDJBiU9.jpg,4sj6D0zlMOl25nprDJBiU9
191,The St. Charles Borromeo Choir,26,15,,0NVTeGmwd2WQm5r6DGHV2Y.jpg,0NVTeGmwd2WQm5r6DGHV2Y
192,Anne-Marie,84,1317879,"dance pop, pop, post-teen pop, tropical house",1zNqDE7qDGCsyzJwohVaoX.jpg,1zNqDE7qDGCsyzJwohVaoX
193,Major Lazer,80,4558172,"dance pop, edm, electro house, moombahton, pop, tropical house",738wLrAtLtCtFOLvQBXOXp.jpg,738wLrAtLtCtFOLvQBXOXp
194,Mr Eazi,73,78241,,4TAoP0f9OuWZUesao43xUW.jpg,4TAoP0f9OuWZUesao43xUW
195,Borgeous,62,350757,"big room, deep big room, edm, electro house, pop, progressive electro house, progressive house, tropical house",4uiMn2g0pgTrhN096QJhbp.jpg,4uiMn2g0pgTrhN096QJhbp
196,R3HAB,76,1263197,"big room, dance pop, dutch house, edm, electro house, pop, progressive electro house, tropical house",6cEuCEZu7PAE9ZSzLLc2oQ.jpg,6cEuCEZu7PAE9ZSzLLc2oQ
197,Annie Lennox,58,382159,"dance pop, folk, lilith, mellow gold, new wave pop, pop rock, soft rock",5MspMQqdVbdwP6ax3GXqum.jpg,5MspMQqdVbdwP6ax3GXqum
198,Heff Moraes,43,83,,6HrqkCpPwHjWrg0YicMnzw.jpg,6HrqkCpPwHjWrg0YicMnzw
199,Anthony Brown & group therAPy,44,38393,gospel,4sgW8IRub0jAU29ecct87w.jpg,4sgW8IRub0jAU29ecct87w
200,Group Therapy,28,231,g funk,0f7eDR1n3XZwch1xXwEsYW.jpg,0f7eDR1n3XZwch1xXwEsYW
201,Jonathan McReynolds,49,61125,gospel,5ItTHwcEtFh6DEOBheMub9.jpg,5ItTHwcEtFh6DEOBheMub9
202,Travis Greene,53,83197,"gospel, praise",22JNV0JWTJkY1qzKJhxdRe.jpg,22JNV0JWTJkY1qzKJhxdRe
203,Anthony Hamilton,59,667043,"dance pop, neo soul, new jack swing, quiet storm, r&b, soul, urban contemporary",2DzRMyWgjuMbYvt5BLbpCo.jpg,2DzRMyWgjuMbYvt5BLbpCo
204,The HamilTones,42,1839,,1Nj9dLuiwh4DHn8AIkQyqs.jpg,1Nj9dLuiwh4DHn8AIkQyqs
205,Anthrax,54,557710,"album rock, alternative metal, groove metal, hard rock, metal, nu metal, rap metal, rap rock, rock, speed metal, thrash metal",3JysSUOyfVs1UQ0UaESheP.jpg,3JysSUOyfVs1UQ0UaESheP
206,Aphex Twin,60,359629,"acid techno, ambient, electronic, fourth world, intelligent dance music, trip hop",6kBDZFXuLrZgHnvmPu9NsG.jpg,6kBDZFXuLrZgHnvmPu9NsG
207,Arcade Fire,68,1297210,"canadian indie, chamber pop, garage rock, indie folk, indie pop, indie rock, indietronica, modern rock, permanent wave",3kjuyTCjPG1WMFCiyc5IuB.jpg,3kjuyTCjPG1WMFCiyc5IuB
208,Arctic Monkeys,81,6173599,"garage rock, modern rock, permanent wave, sheffield indie",7Ln80lUS6He07XvHI8qqHH.jpg,7Ln80lUS6He07XvHI8qqHH
209,Aretha Franklin,67,1343078,"christmas, classic soul, jazz blues, memphis soul, soul, southern soul",7nwUJBm0HE4ZxD3f5cy5ok.jpg,7nwUJBm0HE4ZxD3f5cy5ok
210,Ariana Grande,89,16866021,"dance pop, pop, post-teen pop",66CXWjxzNUsdJxJ2JdwvnR.jpg,66CXWjxzNUsdJxJ2JdwvnR
211,Iggy Azalea,72,3216539,"dance pop, hip pop, pop, pop rap, post-teen pop",5yG7ZAZafVaAlMTeBybKAL.jpg,5yG7ZAZafVaAlMTeBybKAL
212,Ashley McBryde,48,14278,contemporary country,371jpyGdoChzUASOIG2ECV.jpg,371jpyGdoChzUASOIG2ECV
213,Ashley Monroe,48,63235,"contemporary country, country, country dawn, modern country rock",37BiX28I6pF104F92U1hDP.jpg,37BiX28I6pF104F92U1hDP
214,Blake Shelton,71,3552292,"contemporary country, country, country road, modern country rock",1UTPBmNbXNTittyMJrNkvw.jpg,1UTPBmNbXNTittyMJrNkvw
215,Asking Alexandria,65,941315,"melodic metalcore, metalcore, rap metal, screamo, trancecore",1caBfBEapzw8z2Qz9q0OaQ.jpg,1caBfBEapzw8z2Qz9q0OaQ
216,At The Drive In,47,152472,"alternative metal, alternative rock, dance-punk, emo, garage rock, indie rock, modern rock, nu metal, post-hardcore",5E2rtn57BM2WPjwak4kGd5.jpg,5E2rtn57BM2WPjwak4kGd5
217,Atmosphere,59,418889,"alternative hip hop, hip hop, pop rap",1GAS0rb4L8VTPvizAx2O9J.jpg,1GAS0rb4L8VTPvizAx2O9J
218,Atreyu,56,349883,"alternative metal, melodic metalcore, metalcore, nu metal, pop punk, post-grunge, post-hardcore, rap metal, rap rock, screamo",3LkSiHbjqOHCKCqBfEZOTv.jpg,3LkSiHbjqOHCKCqBfEZOTv
219,Attila,54,237628,"death core, melodic metalcore, metalcore, rap metal, screamo",4Uv5bceTJ2h3tLlssUNDNP.jpg,4Uv5bceTJ2h3tLlssUNDNP
220,Ookay,57,138317,"brostep, edm, electro house, electronic trap",1HQGhla3VNj1dBmKTtVT2t.jpg,1HQGhla3VNj1dBmKTtVT2t
221,Audioslave,67,1587080,"alternative metal, alternative rock, modern rock, nu metal, permanent wave, post-grunge, rap metal, rock",2ziB7fzrXBoh1HUPS6sVFn.jpg,2ziB7fzrXBoh1HUPS6sVFn
222,August Alsina,65,1322045,"dance pop, deep pop r&b, indie r&b, pop, pop rap, r&b, rap, southern hip hop, trap music, urban contemporary",19Fi1Rj7kk8kyiwxpXy3yM.jpg,19Fi1Rj7kk8kyiwxpXy3yM
223,B.o.B,72,1399206,"dance pop, hip hop, pop, pop rap, rap, southern hip hop",5ndkK3dpZLKtBklKjxNQwT.jpg,5ndkK3dpZLKtBklKjxNQwT
224,Fabolous,68,817707,"dance pop, dirty south rap, gangster rap, hardcore hip hop, hip hop, hip pop, pop rap, r&b, rap, trap music, urban contemporary",0YWxKQj2Go9CGHCp77UOyy.jpg,0YWxKQj2Go9CGHCp77UOyy
225,August Burns Red,56,302365,"christian metal, death core, melodic metalcore, metalcore, screamo",5p9CTsn5ueGU4oScNX1axu.jpg,5p9CTsn5ueGU4oScNX1axu
226,Jeremy Mckinnon,30,113,,2pbDbO5s6Tx2EHmpvLFuLw.jpg,2pbDbO5s6Tx2EHmpvLFuLw
227,Auli'i Cravalho,65,23902,disney,5mnS9jJdKQQcRSqFu5YPVe.jpg,5mnS9jJdKQQcRSqFu5YPVe
228,Vai Mahina,53,439,,4I9DOo7pz3fn9yjxTktmX9.jpg,4I9DOo7pz3fn9yjxTktmX9
229,Olivia Foa'i,55,1178,,5GIaRpKCtzquc5UUicqe50.jpg,5GIaRpKCtzquc5UUicqe50
230,Opetaia Foa'i,60,2052,,759h9uEwoHm8KKq1pGI9RH.jpg,759h9uEwoHm8KKq1pGI9RH
231,Matthew Ineleo,53,56,,31tOVgwE9y1Kuz7qcWaLJD.jpg,31tOVgwE9y1Kuz7qcWaLJD
232,Damon J. Gillespie,30,57,,31XsoVTeHGOLgOtsv9nK8I.jpg,31XsoVTeHGOLgOtsv9nK8I
233,Ellie Desautels,19,20,,71Vw9QsO329HcPRMksPlDe.jpg,71Vw9QsO329HcPRMksPlDe
234,Avenged Sevenfold,73,2348693,"alternative metal, nu metal, post-grunge",0nmQIMXWTXfhgOBdNzhGOs.jpg,0nmQIMXWTXfhgOBdNzhGOs
235,Avicii,83,9396349,"big room, edm",1vCWHaC5f2uS3yhpwWbIA6.jpg,1vCWHaC5f2uS3yhpwWbIA6
236,Sandro Cavazza,70,12490,"swedish idol pop, swedish pop",5JYo7gm2dkyLLlWHjxS7Dy.jpg,5JYo7gm2dkyLLlWHjxS7Dy
237,Rita Ora,78,2402698,"dance pop, edm, pop, post-teen pop, r&b, tropical house",5CCwRZC6euC8Odo6y9X8jr.jpg,5CCwRZC6euC8Odo6y9X8jr
238,AWOLNATION,64,1103438,"la indie, modern alternative rock, modern rock, stomp pop",4njdEjTnLfcGImKZu1iSrz.jpg,4njdEjTnLfcGImKZu1iSrz
239,Ayo & Teo,63,457787,dwn trap,27mFvqQj8KpjmdKIqcw1mG.jpg,27mFvqQj8KpjmdKIqcw1mG
240,Steve Aoki,76,2494652,"big room, dance pop, edm, electro house, pop, tropical house",77AiFEVeAVj2ORpC85QVJs.jpg,77AiFEVeAVj2ORpC85QVJs
241,B.B. King,60,1267368,"blues, blues-rock, classic rock, electric blues, jazz blues, soul, soul blues, traditional blues",5xLSa7l4IV1gsQfhAMvl0U.jpg,5xLSa7l4IV1gsQfhAMvl0U
242,Tracy Chapman,67,630853,"folk, folk-pop, lilith, pop rock, singer-songwriter",7oPgCQqMMXEXrNau5vxYZP.jpg,7oPgCQqMMXEXrNau5vxYZP
243,Ricky Martin,72,3547173,"dance pop, latin, latin pop, mexican pop",7slfeZO9LsJbWgpkIoXBUJ.jpg,7slfeZO9LsJbWgpkIoXBUJ
244,Zucchero,57,175677,"classic italian pop, italian pop, italian pop rock",2KftmGt9sk1yLjsAoloC3M.jpg,2KftmGt9sk1yLjsAoloC3M
245,Gloria Estefan,61,222153,"dance pop, new wave pop",5IFCkqu9J6xdWeYMk5I889.jpg,5IFCkqu9J6xdWeYMk5I889
246,Joe Cocker,61,494166,"blues-rock, classic rock, mellow gold, rock, soft rock",3pFCERyEiP5xeN2EsPXhjI.jpg,3pFCERyEiP5xeN2EsPXhjI
247,Renato Zero,49,127537,"classic italian pop, italian pop",7i7EQonx0GrqoKiNQL4gFO.jpg,7i7EQonx0GrqoKiNQL4gFO
248,Lionel Richie,66,842197,"adult standards, disco, mellow gold, motown, quiet storm, soft rock",3gMaNLQm7D9MornNILzdSl.jpg,3gMaNLQm7D9MornNILzdSl
249,Mariah Carey,72,3322557,"dance pop, hip pop, pop, r&b, urban contemporary",4iHNK0tOyZPYnBU7nGAgpQ.jpg,4iHNK0tOyZPYnBU7nGAgpQ
250,John Mayer,80,2980394,"neo mellow, pop, pop rock, singer-songwriter",0hEurMDQu99nJRq8pTxO14.jpg,0hEurMDQu99nJRq8pTxO14
251,BABYMETAL,55,341386,"alt-idol, idol rock, j-metal, j-pop, j-rock",630wzNP2OL7fl4Xl0GnMWq.jpg,630wzNP2OL7fl4Xl0GnMWq
252,Backstreet Boys,74,1473421,"boy band, dance pop, europop, pop",5rSXSAkZ67PYJSvpUpkOr7.jpg,5rSXSAkZ67PYJSvpUpkOr7
253,Bad Bunny,92,6835165,"reggaeton, trap latino",4q3ewBCX7sLwd24euuV69X.jpg,4q3ewBCX7sLwd24euuV69X
254,J Balvin,92,9322488,"latin, reggaeton",1vyhD5VmyZ7KMfW5gqLgo5.jpg,1vyhD5VmyZ7KMfW5gqLgo5
255,Casper Magico,79,98550,reggaeton flow,1fux65HMCBvfJHqlBc4Nno.jpg,1fux65HMCBvfJHqlBc4Nno
256,Darell,81,150137,,1TtXnWcUs0FCkaZDPGYHdf.jpg,1TtXnWcUs0FCkaZDPGYHdf
257,Ozuna,92,9108358,"reggaeton, trap latino",1i8SpTcr7yvPOmcqrbnVXY.jpg,1i8SpTcr7yvPOmcqrbnVXY
258,Nicky Jam,88,7154303,"latin, latin hip hop, pop, reggaeton, tropical",1SupJlEpv7RS2tPNRaHViT.jpg,1SupJlEpv7RS2tPNRaHViT
259,Prince Royce,77,2601787,"bachata, latin, latin pop, merengue urbano, pop, reggaeton, tropical",3MHaV05u0io8fQbZ2XPtlC.jpg,3MHaV05u0io8fQbZ2XPtlC
260,Mambo Kingz,76,64216,reggaeton flow,2T1aUibqR2QC2sINIDQOAK.jpg,2T1aUibqR2QC2sINIDQOAK
261,DJ Luian,77,229581,"reggaeton, reggaeton flow",64aJYyrXljOodnUG6jvhRD.jpg,64aJYyrXljOodnUG6jvhRD
262,Duki,75,774997,"argentine hip hop, trap argentino",1bAftSH8umNcGZ0uyV7LMg.jpg,1bAftSH8umNcGZ0uyV7LMg
263,Cazzu,73,133296,"argentine hip hop, trap argentino",6w3SkAHYPsQ1bxV7VDlG5y.jpg,6w3SkAHYPsQ1bxV7VDlG5y
264,Bad Wolves,64,115593,alternative metal,0eI3X5rAzHRZVe5FPk4MN1.jpg,0eI3X5rAzHRZVe5FPk4MN1
265,DIAMANTE,47,11526,,6jMXENspOIBHOTQNQDTxsW.jpg,6jMXENspOIBHOTQNQDTxsW
266,Band of Horses,61,641317,"folk-pop, indie folk, indie pop, indie rock, modern rock, stomp and holler",0OdUWJ0sBjDrqHygGUXeCF.jpg,0OdUWJ0sBjDrqHygGUXeCF
267,Banks,62,683034,"alternative r&b, electropop, indie r&b, indietronica, pop, tropical house",2xe8IXgCTpwHE3eA9hTs4n.jpg,2xe8IXgCTpwHE3eA9hTs4n
268,Snakehips,67,245455,"dance pop, edm, electropop, indie poptimism, pop, post-teen pop, tropical house",2FwJwEswyIUAljqgjNSHgP.jpg,2FwJwEswyIUAljqgjNSHgP
269,Barbra Streisand,60,337510,"adult standards, christmas, disco, mellow gold, soft rock",7jmTilWYlKOuavFfmQAcu6.jpg,7jmTilWYlKOuavFfmQAcu6
270,Barry Gibb,46,40383,,7Hd38PVp634oGEb9pIDs5d.jpg,7Hd38PVp634oGEb9pIDs5d
271,Bryan Adams,70,793604,"album rock, canadian pop, classic canadian rock, heartland rock, mellow gold, rock, soft rock",3Z02hBLubJxuFJfhacLSDc.jpg,3Z02hBLubJxuFJfhacLSDc
272,Michael Bublé,71,2612298,"adult standards, canadian pop, lounge, neo mellow",1GxkXlMwML1oSg5eLPiAz3.jpg,1GxkXlMwML1oSg5eLPiAz3
273,Barry Manilow,59,298284,"adult standards, bubblegum pop, christmas, disco, lounge, mellow gold, quiet storm, soft rock",3alW3LYQS8K29z8C8NSLIX.jpg,3alW3LYQS8K29z8C8NSLIX
274,Bastille,74,2748153,"metropopolis, modern rock, pop",7EQ0qTo7fWT7DPxmxtSYEc.jpg,7EQ0qTo7fWT7DPxmxtSYEc
275,Audien,61,104451,"big room, edm, electro house, indie poptimism, pop, progressive electro house, progressive house, tropical house, tropical pop edm",4xnMDfgEmXZEEDdITKcGuE.jpg,4xnMDfgEmXZEEDdITKcGuE
276,Don Diablo,71,1000818,"big room, edm, electro house, pop, progressive electro house, tropical house",1l2ekx5skC4gJH8djERwh1.jpg,1l2ekx5skC4gJH8djERwh1
277,Bazzi,78,510837,"pop, post-teen pop",4GvEc3ANtPPjt1ZJllr5Zl.jpg,4GvEc3ANtPPjt1ZJllr5Zl
278,Bea Miller,71,746980,"dance pop, electropop, indie poptimism, pop, post-teen pop, talent show, viral pop",1o2NpYGqHiCq7FoiYdyd1x.jpg,1o2NpYGqHiCq7FoiYdyd1x
279,Beach House,65,652500,"art pop, chamber pop, chillwave, dream pop, folk-pop, freak folk, indie folk, indie pop, indie rock, indietronica, modern rock, neo-psychedelic",56ZTgzPBDge0OvCGgMO3OY.jpg,56ZTgzPBDge0OvCGgMO3OY
280,Beartooth,58,269107,"columbus ohio indie, post-screamo, screamo",6vwjIs0tbIiseJMR3pqwiL.jpg,6vwjIs0tbIiseJMR3pqwiL
281,Bebe Rexha,83,2171609,"dance pop, pop, post-teen pop",64M6ah0SkkRsnPGtGiRAbb.jpg,64M6ah0SkkRsnPGtGiRAbb
282,Charli XCX,76,1137721,"candy pop, dance pop, electropop, metropopolis, pop, post-teen pop",25uiPmTg16RbhZWAqwLBy5.jpg,25uiPmTg16RbhZWAqwLBy5
283,Cardi B,90,3133799,pop,4kYSro6naA4h99UJvo89HB.jpg,4kYSro6naA4h99UJvo89HB
284,X Ambassadors,73,1090764,"modern alternative rock, modern rock, pop, stomp pop",3NPpFNZtSTHheNBaWC82rB.jpg,3NPpFNZtSTHheNBaWC82rB
285,Lil Wayne,84,6383456,"hip hop, pop, pop rap, rap, trap music",55Aa2cqylxrFIXC767Z865.jpg,55Aa2cqylxrFIXC767Z865
286,Beck,66,780755,"alternative rock, anti-folk, garage rock, indie rock, modern rock, permanent wave, rock",3vbKDsSS70ZX9D2OcvbZmS.jpg,3vbKDsSS70ZX9D2OcvbZmS
287,Becky G,83,2483126,"dance pop, pop, post-teen pop",4obzFoKoKRHIphyHzJ35G3.jpg,4obzFoKoKRHIphyHzJ35G3
288,Natti Natasha,82,831054,reggaeton,1GDbiv3spRmZ1XdM1jQbT7.jpg,1GDbiv3spRmZ1XdM1jQbT7
289,De La Ghetto,79,2053573,"latin, latin hip hop, reggaeton, reggaeton flow, trap latino, tropical",3EiLUeyEcA6fbRPSHkG5kb.jpg,3EiLUeyEcA6fbRPSHkG5kb
290,Farruko,80,4047136,"latin, latin hip hop, reggaeton, trap latino, tropical",329e4yvIujISKGKz1BZZbO.jpg,329e4yvIujISKGKz1BZZbO
291,Bee Gees,71,1069833,"disco, mellow gold, soft rock",1LZEQNv7sE11VDY3SdxQeN.jpg,1LZEQNv7sE11VDY3SdxQeN
292,Bell Biv DeVoe,52,322715,"boy band, funk, hip hop, hip pop, new jack swing, quiet storm, r&b, rap, urban contemporary",2zFZiWQJFFshzojycnXoTL.jpg,2zFZiWQJFFshzojycnXoTL
293,Luther Vandross,61,680254,"disco, funk, motown, neo soul, new jack swing, quiet storm, r&b, soul, urban contemporary",19y5MFBH7gohEdGwKM7QsP.jpg,19y5MFBH7gohEdGwKM7QsP
294,Ralph Tresvant,56,118511,"new jack swing, quiet storm, r&b, urban contemporary",6MLDcHrNh4OqxDZAjMt5pt.jpg,6MLDcHrNh4OqxDZAjMt5pt
295,SWV,56,587352,"dance pop, girl group, hip hop, hip pop, neo soul, new jack swing, quiet storm, r&b, urban contemporary",2NmK5FyrQ18HOPXq1UBzqa.jpg,2NmK5FyrQ18HOPXq1UBzqa
296,Belle & Sebastian,56,349936,"alternative rock, anti-folk, chamber pop, folk-pop, freak folk, indie folk, indie pop, indie rock, lo-fi, melancholia, modern rock, neo-psychedelic, pop rock, scottish rock, twee pop",4I2BJf80C0skQpp1sQmA0h.jpg,4I2BJf80C0skQpp1sQmA0h
297,Ben Harper,59,515808,neo mellow,45lorWzrKLxfKlWpV7r9CN.jpg,45lorWzrKLxfKlWpV7r9CN
298,Jack Johnson,75,2079196,neo mellow,3GBPw9NK25X1Wt2OUvOwY3.jpg,3GBPw9NK25X1Wt2OUvOwY3
299,Charlie Musselwhite,47,18868,"acoustic blues, blues, blues-rock, chicago blues, electric blues, harmonica blues, modern blues, traditional blues",4NikxGoDm5LGVYAHj0Euoc.jpg,4NikxGoDm5LGVYAHj0Euoc
300,Ben Platt,63,23677,hollywood,6qGkLCMQkNGOJ079iEcC5k.jpg,6qGkLCMQkNGOJ079iEcC5k
301,Original Broadway Cast of Dear Evan Hansen,57,34003,broadway,5bi4lyuj5ZrayYKlibl9ij.jpg,5bi4lyuj5ZrayYKlibl9ij
302,Kristolyn Lloyd,52,136,,31Rv7Yk0rBrYdQ0ELNZDaR.jpg,31Rv7Yk0rBrYdQ0ELNZDaR
303,Will Roland,55,578,,2FYB9zfwe2ayj4zfNeh466.jpg,2FYB9zfwe2ayj4zfNeh466
304,Laura Dreyfuss,56,6727,,5hqM93qFRmwRv3QGrLO0jK.jpg,5hqM93qFRmwRv3QGrLO0jK
305,Lin-Manuel Miranda,73,115077,show tunes,4aXXDj9aZnlshx7mzj3W1N.jpg,4aXXDj9aZnlshx7mzj3W1N
306,Jennifer Laura Thompson,52,285,,3P8W0rYcexMlnGDDPoh5I3.jpg,3P8W0rYcexMlnGDDPoh5I3
307,Ben Rector,63,157532,"acoustic pop, indiecoustica, neo mellow, piano rock, pop rock",4AapPt7H6bGH4i7chTulpI.jpg,4AapPt7H6bGH4i7chTulpI
308,Jonathan David Helser,53,30925,"anthem worship, christian uplift, deep ccm, worship",7vKyyJZVFb16NTWrUV1fGp.jpg,7vKyyJZVFb16NTWrUV1fGp
309,Steffany Gretzinger,61,110468,"anthem worship, worship",2akNRvGNB400IDDUMr1PHW.jpg,2akNRvGNB400IDDUMr1PHW
310,Bette Midler,52,174837,"adult standards, cabaret, mellow gold, new wave pop",13y0kncDD4J9wxCyfKr10W.jpg,13y0kncDD4J9wxCyfKr10W
311,Taylor Trensch,27,101,,7etvz6a5jRyLOit19OF5lf.jpg,7etvz6a5jRyLOit19OF5lf
312,Will Burton,25,5,,4cnm9iFnUMeH41jdsxx7ZM.jpg,4cnm9iFnUMeH41jdsxx7ZM
313,"Hello, Dolly! Ensemble (2017)",33,801,,5N5nt5smNdmXFhkoePG5Lv.jpg,5N5nt5smNdmXFhkoePG5Lv
314,Melanie Moore,25,4,,1St2hJNfA2US4V9YJV0hQn.jpg,1St2hJNfA2US4V9YJV0hQn
315,Between The Buried And Me,51,117311,"death core, djent, jazz metal, mathcore, melodic metalcore, progressive metal",2JC4hZm1egeJDEolLsMwZ9.jpg,2JC4hZm1egeJDEolLsMwZ9
316,Beyoncé,83,14653194,"dance pop, pop, post-teen pop, r&b",6vWDO969PvNqNYHIOW5v0m.jpg,6vWDO969PvNqNYHIOW5v0m
317,JAY Z,80,4179586,"bulgarian hip hop, east coast hip hop, hip hop, pop rap, rap",3nFkdlSjzX9mRTtwJOzDYB.jpg,3nFkdlSjzX9mRTtwJOzDYB
318,Big & Rich,58,455705,"contemporary country, country, country road, modern country rock, redneck",0oBEeN6BCxEgMogzThqrPf.jpg,0oBEeN6BCxEgMogzThqrPf
319,Tim McGraw,71,2314160,"contemporary country, country, country road",6roFdX1y5BYSbp60OTJWMd.jpg,6roFdX1y5BYSbp60OTJWMd
320,Gretchen Wilson,50,289115,"contemporary country, country, country dawn, country road",0IdYRFTswLdsGwSnzOaGNF.jpg,0IdYRFTswLdsGwSnzOaGNF
321,Big Boi,61,172213,"dirty south rap, hip hop, pop rap, southern hip hop",2ht3wxeT69CzyKFChNnNAB.jpg,2ht3wxeT69CzyKFChNnNAB
322,Killer Mike,55,117796,"alternative hip hop, dirty south rap, southern hip hop",2N4EYkIlG1kv25g6Wv8LGI.jpg,2N4EYkIlG1kv25g6Wv8LGI
323,Jeezy,70,1022724,"crunk, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap music",4yBK75WVCQXej1p04GWqxH.jpg,4yBK75WVCQXej1p04GWqxH
324,Trozé,33,2,,1IPygUCTMzOMiY6Y7xPvnh.jpg,1IPygUCTMzOMiY6Y7xPvnh
325,Scar,30,0,,1coyeuSsdVsWKfDOa6QXQF.jpg,1coyeuSsdVsWKfDOa6QXQF
326,Sleepy Brown,53,8563,neo soul,7Dnu2NmddNymEI2LMZVH5v.jpg,7Dnu2NmddNymEI2LMZVH5v
327,Cutty,43,210,,3jhkLfgJKRu9Lb0AQd7fkB.jpg,3jhkLfgJKRu9Lb0AQd7fkB
328,Pimp C,54,284067,"crunk, deep southern trap, deep trap, dirty south rap, gangster rap, pop rap, rap, southern hip hop, trap music",7v9bFXCdSMA2o3gS4nvp0F.jpg,7v9bFXCdSMA2o3gS4nvp0F
329,Snoop Dogg,80,3593594,"g funk, gangster rap, hip hop, pop rap, rap, west coast rap",7hJcb9fa4alzcOq3EaNPoG.jpg,7hJcb9fa4alzcOq3EaNPoG
330,Phantogram,60,430780,"alternative dance, chillwave, electropop, indie pop, indie r&b, indie rock, indietronica, metropopolis, modern rock, shimmer pop",1l9d7B8W0IHy3LqWsxP2SH.jpg,1l9d7B8W0IHy3LqWsxP2SH
331,Kurupt,61,172228,"dirty south rap, g funk, gangster rap, hardcore hip hop, hip hop, pop rap, rap, southern hip hop, west coast rap, west coast trap",6NyJIFHAePjHR1pFxwisqz.jpg,6NyJIFHAePjHR1pFxwisqz
