Source,Target,Type,Id,Weight,label1,label2,name1,name2,id_track,label_track,title,explicit,popularity,release_date,release_date_precision
3,339,Undirected,2600,2,0VRj0yCOv2FXJNP47XQnx5,2RdwBSPQiwcmiDo9kixcl8,Quavo,Pharrell Williams,1170,5NkfVQS8BkceRgoSQwcW6H,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),True,78,29/03/2018,day
3,338,Undirected,2598,2,0VRj0yCOv2FXJNP47XQnx5,7iZtZyCzp3LItcw1wtPI3D,Quavo,Rae Sremmurd,1170,5NkfVQS8BkceRgoSQwcW6H,Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),True,78,29/03/2018,day
3,281,Undirected,2238,2,0VRj0yCOv2FXJNP47XQnx5,64M6ah0SkkRsnPGtGiRAbb,Quavo,Bebe Rexha,1020,2dMUJy0El3BcQUy9gP9gt0,2 Souls on Fire (feat. Quavo),False,65,22/06/2018,day
3,57,Undirected,385,2,0VRj0yCOv2FXJNP47XQnx5,2h93pZq0e7k5yf4dywlkpM,Quavo,Frank Ocean,141,4pdgV8qr9Oytcv6thCdiIZ,RAF,True,62,25/08/2017,day
3,56,Undirected,384,2,0VRj0yCOv2FXJNP47XQnx5,4O15NlyKLIASxsJ0PrXPfz,Quavo,Lil Uzi Vert,141,4pdgV8qr9Oytcv6thCdiIZ,RAF,True,62,25/08/2017,day
3,55,Undirected,383,2,0VRj0yCOv2FXJNP47XQnx5,699OTQXzgjhIYAHMy9RyPD,Quavo,Playboi Carti,141,4pdgV8qr9Oytcv6thCdiIZ,RAF,True,62,25/08/2017,day
3,48,Undirected,382,2,0VRj0yCOv2FXJNP47XQnx5,13ubrt8QOOCPljQ2FL1Kca,Quavo,A$AP Rocky,141,4pdgV8qr9Oytcv6thCdiIZ,RAF,True,62,25/08/2017,day
3,18,Undirected,154,2,0VRj0yCOv2FXJNP47XQnx5,1URnnhqYAYcrqrcwql10ft,Quavo,21 Savage,18,0tdCy39PgWN8LFWu34ORn3,Rap Saved Me,True,72,30/10/2017,day
3,14,Undirected,86,2,0VRj0yCOv2FXJNP47XQnx5,7pFeBzX627ff0VnN6bxPR4,Quavo,Desiigner,6,2nBI3iWLhupR7LyAJ5GGkE,Champions,True,71,10/06/2016,day
3,13,Undirected,85,4,0VRj0yCOv2FXJNP47XQnx5,6Ha4aES39QiVjR0L2lwuwq,Quavo,Yo Gotti,10585,0rHJxNaQRMGK6Y4TUx3xRO,Castro,True,57,23/12/2016,day
